target,feature_set,variant,model_a,model_b,n_paired,median_a,median_b,median_diff,p,underpowered,p_holm,winner
lt2,EMG+NIRS,noabs,v0104,v0106a,17,4.5,4.6177,0.025,0.1324,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0104,v0106b,17,4.5,4.8684,-0.0076,0.5477,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0104,v0106c,17,4.5,4.6916,0.0184,0.5171,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0104,v0107,17,4.5,3.8489,0.628,0.1202,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0105,v0106a,16,4.8035,4.4367,-0.0827,0.4637,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0105,v0106b,16,4.8035,5.0127,0.1094,0.5619,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0105,v0106c,16,4.8035,4.62,-0.1452,0.2744,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0105,v0107,16,4.8035,3.8498,1.245,0.3225,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0106a,v0106b,17,4.6177,4.8684,0.0098,0.5171,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0106a,v0106c,17,4.6177,4.6916,-0.0361,0.3778,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0106a,v0107,17,4.6177,3.8489,0.7688,0.1202,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0106b,v0106c,17,4.8684,4.6916,-0.2494,0.3289,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0106b,v0107,17,4.8684,3.8489,0.8023,0.4038,False,1.0,n.s.
lt2,EMG+NIRS,noabs,v0106c,v0107,17,4.6916,3.8489,0.8427,0.1089,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0103,17,4.6929,4.856,-0.2815,0.0001,False,0.0034,v0101
lt2,EMG+NIRS,with_abs,v0103,v0106c,17,4.856,4.7558,0.5809,0.0001,False,0.0047,v0106c
lt2,EMG+NIRS,with_abs,v0103,v0104,17,4.856,4.3886,0.5572,0.0002,False,0.0066,v0104
lt2,EMG+NIRS,with_abs,v0103,v0106a,17,4.856,4.7032,0.6407,0.0002,False,0.0066,v0106a
lt2,EMG+NIRS,with_abs,v0011,v0103,17,3.0225,4.856,-2.7165,0.0005,False,0.0206,v0011
lt2,EMG+NIRS,with_abs,v0011,v0101,18,2.8964,4.7691,-2.545,0.0005,False,0.0214,v0011
lt2,EMG+NIRS,with_abs,v0011,v0104,17,3.0225,4.3886,-2.1593,0.0013,False,0.0524,n.s.
lt2,EMG+NIRS,with_abs,v0011,v0106c,17,3.0225,4.7558,-2.0849,0.0013,False,0.0524,n.s.
lt2,EMG+NIRS,with_abs,v0011,v0106a,17,3.0225,4.7032,-2.1489,0.0017,False,0.0621,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0106a,17,4.6929,4.7032,0.415,0.0017,False,0.0621,n.s.
lt2,EMG+NIRS,with_abs,v0011,v0105,16,3.084,4.6189,-1.7263,0.0021,False,0.0748,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0104,17,4.6929,4.3886,0.3044,0.0032,False,0.1074,n.s.
lt2,EMG+NIRS,with_abs,v0103,v0105,16,4.8368,4.6189,1.0403,0.0034,False,0.1108,n.s.
lt2,EMG+NIRS,with_abs,v0011,v0106b,17,3.0225,4.639,-1.3167,0.0038,False,0.123,n.s.
lt2,EMG+NIRS,with_abs,v0011,v0102,16,3.084,5.0621,-1.8584,0.0042,False,0.1296,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0106c,17,4.6929,4.7558,0.3596,0.0067,False,0.1996,n.s.
lt2,EMG+NIRS,with_abs,v0011,v0107,17,3.0225,4.2825,-1.137,0.015,False,0.435,n.s.
lt2,EMG+NIRS,with_abs,v0103,v0106b,17,4.856,4.639,1.1701,0.0267,False,0.7468,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0102,16,4.6146,5.0621,0.1896,0.782,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0105,16,4.6146,4.6189,0.6085,0.0507,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0106b,17,4.6929,4.639,0.7921,0.1202,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0101,v0107,17,4.6929,4.2825,0.8307,0.4874,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0103,16,5.0621,4.8368,-0.3857,0.2114,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0104,16,5.0621,4.2957,-0.0207,0.6322,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0105,16,5.0621,4.6189,-0.029,0.4332,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0106a,16,5.0621,4.461,-0.0526,0.5619,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0106b,16,5.0621,4.7263,0.2795,0.2744,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0106c,16,5.0621,4.6559,-0.0073,0.6685,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0102,v0107,16,5.0621,4.5282,0.2323,0.6685,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0103,v0107,17,4.856,4.2825,0.965,0.2842,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0104,v0105,16,4.2957,4.6189,0.2458,0.2114,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0104,v0106a,17,4.3886,4.7032,0.0104,0.6112,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0104,v0106b,17,4.3886,4.639,0.3959,0.3529,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0104,v0106c,17,4.3886,4.7558,0.0199,0.8176,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0104,v0107,17,4.3886,4.2825,0.4078,0.6441,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0105,v0106a,16,4.6189,4.461,-0.159,0.2979,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0105,v0106b,16,4.6189,4.7263,-0.1068,0.5619,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0105,v0106c,16,4.6189,4.6559,-0.2455,0.1297,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0105,v0107,16,4.6189,4.5282,0.1455,0.9799,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0106a,v0106b,17,4.7032,4.639,0.1773,0.3529,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0106a,v0106c,17,4.7032,4.7558,-0.0179,0.3529,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0106a,v0107,17,4.7032,4.2825,0.3974,0.6777,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0106b,v0106c,17,4.639,4.7558,-0.376,0.2247,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0106b,v0107,17,4.639,4.2825,0.2311,1.0,False,1.0,n.s.
lt2,EMG+NIRS,with_abs,v0106c,v0107,17,4.7558,4.2825,0.3841,0.7119,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0011,v0101,18,2.348,4.7704,-2.6978,0.0,False,0.0007,v0011
lt2,EMG+NIRS+HRV,noabs,v0011,v0103,17,2.3381,4.8255,-2.7343,0.0,False,0.0007,v0011
lt2,EMG+NIRS+HRV,noabs,v0103,v0104,17,4.8255,4.5094,0.7351,0.0,False,0.0007,v0104
lt2,EMG+NIRS+HRV,noabs,v0103,v0106a,17,4.8255,4.7119,0.7812,0.0,False,0.0019,v0106a
lt2,EMG+NIRS+HRV,noabs,v0101,v0104,17,4.7242,4.5094,0.444,0.0001,False,0.0031,v0104
lt2,EMG+NIRS+HRV,noabs,v0103,v0107,17,4.8255,2.5242,2.7363,0.0001,False,0.0031,v0107
lt2,EMG+NIRS+HRV,noabs,v0011,v0102,16,2.2939,5.0861,-2.4229,0.0001,False,0.0036,v0011
lt2,EMG+NIRS+HRV,noabs,v0101,v0103,17,4.7242,4.8255,-0.3215,0.0001,False,0.0041,v0101
lt2,EMG+NIRS+HRV,noabs,v0011,v0105,16,2.2939,4.764,-2.5108,0.0002,False,0.0056,v0011
lt2,EMG+NIRS+HRV,noabs,v0011,v0106a,17,2.3381,4.7119,-2.1894,0.0002,False,0.0056,v0011
lt2,EMG+NIRS+HRV,noabs,v0011,v0106c,17,2.3381,4.7587,-2.4336,0.0002,False,0.0056,v0011
lt2,EMG+NIRS+HRV,noabs,v0103,v0106c,17,4.8255,4.7587,0.6,0.0002,False,0.0056,v0106c
lt2,EMG+NIRS+HRV,noabs,v0101,v0107,17,4.7242,2.5242,2.5935,0.0002,False,0.007,v0107
lt2,EMG+NIRS+HRV,noabs,v0011,v0104,17,2.3381,4.5094,-2.0202,0.0003,False,0.0093,v0011
lt2,EMG+NIRS+HRV,noabs,v0106c,v0107,17,4.7587,2.5242,2.1363,0.0003,False,0.0093,v0107
lt2,EMG+NIRS+HRV,noabs,v0101,v0106a,17,4.7242,4.7119,0.493,0.0004,False,0.0114,v0106a
lt2,EMG+NIRS+HRV,noabs,v0106a,v0107,17,4.7119,2.5242,1.917,0.0005,False,0.0146,v0107
lt2,EMG+NIRS+HRV,noabs,v0102,v0107,16,5.0861,2.4904,2.5299,0.0006,False,0.0162,v0107
lt2,EMG+NIRS+HRV,noabs,v0105,v0107,16,4.764,2.4904,2.1574,0.0006,False,0.0162,v0107
lt2,EMG+NIRS+HRV,noabs,v0104,v0107,17,4.5094,2.5242,1.9416,0.0008,False,0.0218,v0107
lt2,EMG+NIRS+HRV,noabs,v0106a,v0106c,17,4.7119,4.7587,-0.1291,0.0008,False,0.0218,v0106a
lt2,EMG+NIRS+HRV,noabs,v0011,v0106b,17,2.3381,4.3384,-2.0324,0.0038,False,0.0923,n.s.
lt2,EMG+NIRS+HRV,noabs,v0101,v0106c,17,4.7242,4.7587,0.3188,0.0038,False,0.0923,n.s.
lt2,EMG+NIRS+HRV,noabs,v0103,v0105,16,4.8081,4.764,0.6875,0.0052,False,0.1135,n.s.
lt2,EMG+NIRS+HRV,noabs,v0106b,v0107,17,4.3384,2.5242,1.6787,0.0093,False,0.1961,n.s.
lt2,EMG+NIRS+HRV,noabs,v0103,v0106b,17,4.8255,4.3384,1.2245,0.0129,False,0.2573,n.s.
lt2,EMG+NIRS+HRV,noabs,v0104,v0106c,17,4.5094,4.7587,-0.1947,0.015,False,0.285,n.s.
lt2,EMG+NIRS+HRV,noabs,v0011,v0107,17,2.3381,2.5242,-0.1081,0.0887,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0101,v0102,16,4.6809,5.0861,0.2495,0.782,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0101,v0105,16,4.6809,4.764,0.453,0.0577,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0101,v0106b,17,4.7242,4.3384,0.8966,0.0887,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0102,v0103,16,5.0861,4.8081,-0.3807,0.4037,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0102,v0104,16,5.0861,4.2581,0.287,0.4037,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0102,v0105,16,5.0861,4.764,-0.1191,0.8999,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0102,v0106a,16,5.0861,4.392,0.202,0.4637,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0102,v0106b,16,5.0861,4.3457,0.2838,0.1297,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0102,v0106c,16,5.0861,4.6279,-0.0668,0.782,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0104,v0105,16,4.2581,4.764,0.057,0.9799,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0104,v0106a,17,4.5094,4.7119,0.0009,0.8536,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0104,v0106b,17,4.5094,4.3384,0.369,0.2633,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0105,v0106a,16,4.764,4.392,0.0907,0.9399,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0105,v0106b,16,4.764,4.3457,0.4354,0.2312,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0105,v0106c,16,4.764,4.6279,-0.0981,0.3755,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0106a,v0106b,17,4.7119,4.3384,0.3337,0.2435,False,1.0,n.s.
lt2,EMG+NIRS+HRV,noabs,v0106b,v0106c,17,4.3384,4.7587,-0.4946,0.1594,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0011,v0101,18,1.914,4.738,-2.6554,0.0,False,0.0003,v0011
lt2,EMG+NIRS+HRV,with_abs,v0011,v0103,17,1.9224,4.9153,-3.0587,0.0,False,0.0007,v0011
lt2,EMG+NIRS+HRV,with_abs,v0011,v0104,17,1.9224,4.5187,-2.2646,0.0,False,0.0007,v0011
lt2,EMG+NIRS+HRV,with_abs,v0011,v0106a,17,1.9224,4.4698,-2.1427,0.0,False,0.0007,v0011
lt2,EMG+NIRS+HRV,with_abs,v0011,v0106c,17,1.9224,4.7608,-2.5164,0.0,False,0.0007,v0011
lt2,EMG+NIRS+HRV,with_abs,v0101,v0103,17,4.7338,4.9153,-0.1657,0.0,False,0.0007,v0101
lt2,EMG+NIRS+HRV,with_abs,v0103,v0104,17,4.9153,4.5187,0.6513,0.0,False,0.0007,v0104
lt2,EMG+NIRS+HRV,with_abs,v0011,v0102,16,1.914,4.8387,-2.4798,0.0,False,0.0012,v0011
lt2,EMG+NIRS+HRV,with_abs,v0011,v0105,16,1.914,4.6236,-2.3899,0.0,False,0.0012,v0011
lt2,EMG+NIRS+HRV,with_abs,v0101,v0104,17,4.7338,4.5187,0.5356,0.0,False,0.0012,v0104
lt2,EMG+NIRS+HRV,with_abs,v0103,v0106a,17,4.9153,4.4698,0.6474,0.0,False,0.0012,v0106a
lt2,EMG+NIRS+HRV,with_abs,v0103,v0106c,17,4.9153,4.7608,0.5573,0.0,False,0.0016,v0106c
lt2,EMG+NIRS+HRV,with_abs,v0011,v0106b,17,1.9224,4.0465,-1.8086,0.0001,False,0.0035,v0011
lt2,EMG+NIRS+HRV,with_abs,v0101,v0106a,17,4.7338,4.4698,0.5065,0.0001,False,0.0035,v0106a
lt2,EMG+NIRS+HRV,with_abs,v0103,v0107,17,4.9153,2.3839,2.6427,0.0002,False,0.0047,v0107
lt2,EMG+NIRS+HRV,with_abs,v0106a,v0106c,17,4.4698,4.7608,-0.1872,0.0002,False,0.0047,v0106a
lt2,EMG+NIRS+HRV,with_abs,v0101,v0107,17,4.7338,2.3839,2.3101,0.0005,False,0.0146,v0107
lt2,EMG+NIRS+HRV,with_abs,v0104,v0106c,17,4.5187,4.7608,-0.2421,0.0005,False,0.0146,v0104
lt2,EMG+NIRS+HRV,with_abs,v0106c,v0107,17,4.7608,2.3839,2.0204,0.0013,False,0.0363,v0107
lt2,EMG+NIRS+HRV,with_abs,v0101,v0106c,17,4.7338,4.7608,0.3179,0.0017,False,0.0436,v0106c
lt2,EMG+NIRS+HRV,with_abs,v0105,v0107,16,4.6236,2.2896,1.9283,0.0017,False,0.0436,v0107
lt2,EMG+NIRS+HRV,with_abs,v0102,v0107,16,4.8387,2.2896,2.502,0.0027,False,0.0645,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0104,v0107,17,4.5187,2.3839,1.7921,0.0032,False,0.0726,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0106a,v0107,17,4.4698,2.3839,1.8036,0.0038,False,0.0846,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0103,v0105,16,4.8645,4.6236,1.0159,0.0042,False,0.0878,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0103,v0106b,17,4.9153,4.0465,1.327,0.0067,False,0.1331,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0102,v0103,16,4.8387,4.8645,-0.9775,0.029,False,0.5508,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0101,v0106b,17,4.7338,4.0465,1.0268,0.0348,False,0.6262,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0106b,v0107,17,4.0465,2.3839,1.4776,0.0348,False,0.6262,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0106b,v0106c,17,4.0465,4.7608,-0.6336,0.0505,False,0.8086,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0011,v0107,17,1.9224,2.3839,-0.4615,0.0569,False,0.8533,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0101,v0105,16,4.6648,4.6236,0.6753,0.0654,False,0.9156,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0101,v0102,16,4.6648,4.8387,0.4485,0.2744,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0102,v0104,16,4.8387,4.3444,-0.1624,0.8564,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0102,v0105,16,4.8387,4.6236,-0.2711,0.3225,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0102,v0106a,16,4.8387,4.259,-0.2375,0.8999,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0102,v0106b,16,4.8387,4.191,0.5747,0.1754,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0102,v0106c,16,4.8387,4.5914,-0.4954,0.4332,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0104,v0105,16,4.3444,4.6236,-0.0405,0.9399,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0104,v0106a,17,4.5187,4.4698,0.0063,0.8176,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0104,v0106b,17,4.5187,4.0465,0.5037,0.1594,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0105,v0106a,16,4.6236,4.259,-0.0749,0.9399,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0105,v0106b,16,4.6236,4.191,0.4831,0.1046,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0105,v0106c,16,4.6236,4.5914,-0.2775,0.1754,False,1.0,n.s.
lt2,EMG+NIRS+HRV,with_abs,v0106a,v0106b,17,4.4698,4.0465,0.5682,0.1202,False,1.0,n.s.
lt2,NIRS,noabs,v0103,v0106a,17,4.9608,4.7815,0.4762,0.0,False,0.0007,v0106a
lt2,NIRS,noabs,v0103,v0104,17,4.9608,4.9101,0.4627,0.0,False,0.0013,v0104
lt2,NIRS,noabs,v0103,v0106c,17,4.9608,4.9202,0.4998,0.0,False,0.002,v0106c
lt2,NIRS,noabs,v0101,v0106a,17,4.8573,4.7815,0.2097,0.0001,False,0.0032,v0106a
lt2,NIRS,noabs,v0101,v0104,17,4.8573,4.9101,0.2461,0.0001,False,0.0044,v0104
lt2,NIRS,noabs,v0011,v0101,18,2.9497,4.9169,-2.4003,0.0002,False,0.0076,v0011
lt2,NIRS,noabs,v0101,v0106c,17,4.8573,4.9202,0.3238,0.0002,False,0.0083,v0106c
lt2,NIRS,noabs,v0011,v0102,16,3.209,5.1376,-1.7176,0.0003,False,0.011,v0011
lt2,NIRS,noabs,v0101,v0103,17,4.8573,4.9608,-0.1743,0.0003,False,0.011,v0101
lt2,NIRS,noabs,v0103,v0106b,17,4.9608,3.7756,1.7497,0.0003,False,0.011,v0106b
lt2,NIRS,noabs,v0011,v0103,17,3.1799,4.9608,-2.7177,0.0004,False,0.0134,v0011
lt2,NIRS,noabs,v0101,v0106b,17,4.8573,3.7756,1.4457,0.0004,False,0.0134,v0106b
lt2,NIRS,noabs,v0104,v0106b,17,4.9101,3.7756,1.2279,0.0004,False,0.0134,v0106b
lt2,NIRS,noabs,v0102,v0106b,16,5.1376,4.2912,0.7771,0.0004,False,0.0137,v0106b
lt2,NIRS,noabs,v0106b,v0106c,17,3.7756,4.9202,-1.1463,0.0005,False,0.0156,v0106b
lt2,NIRS,noabs,v0011,v0104,17,3.1799,4.9101,-2.1459,0.0007,False,0.0197,v0011
lt2,NIRS,noabs,v0011,v0105,16,3.209,4.6464,-1.5492,0.0008,False,0.0221,v0011
lt2,NIRS,noabs,v0105,v0106b,16,4.6464,4.2912,0.8134,0.0008,False,0.0221,v0106b
lt2,NIRS,noabs,v0106a,v0106b,17,4.7815,3.7756,1.2295,0.0008,False,0.0227,v0106b
lt2,NIRS,noabs,v0103,v0105,16,4.944,4.6464,0.7239,0.001,False,0.0262,v0105
lt2,NIRS,noabs,v0011,v0106a,17,3.1799,4.7815,-2.0697,0.0011,False,0.0267,v0011
lt2,NIRS,noabs,v0011,v0106c,17,3.1799,4.9202,-2.1017,0.0011,False,0.0267,v0011
lt2,NIRS,noabs,v0101,v0105,16,4.8361,4.6464,0.5122,0.0034,False,0.0772,n.s.
lt2,NIRS,noabs,v0011,v0106b,17,3.1799,3.7756,-0.8717,0.011,False,0.2417,n.s.
lt2,NIRS,noabs,v0103,v0107,17,4.9608,3.807,2.3108,0.0129,False,0.2701,n.s.
lt2,NIRS,noabs,v0101,v0107,17,4.8573,3.807,1.9962,0.015,False,0.3,n.s.
lt2,NIRS,noabs,v0104,v0105,16,4.8172,4.6464,0.313,0.0214,False,0.4065,n.s.
lt2,NIRS,noabs,v0102,v0107,16,5.1376,3.8156,1.3504,0.025,False,0.4493,n.s.
lt2,NIRS,noabs,v0104,v0107,17,4.9101,3.807,1.7784,0.0267,False,0.4534,n.s.
lt2,NIRS,noabs,v0106a,v0107,17,4.7815,3.807,1.8346,0.0267,False,0.4534,n.s.
lt2,NIRS,noabs,v0106c,v0107,17,4.9202,3.807,1.6968,0.0267,False,0.4534,n.s.
lt2,NIRS,noabs,v0011,v0107,17,3.1799,3.807,-0.4069,0.1743,False,1.0,n.s.
lt2,NIRS,noabs,v0101,v0102,16,4.8361,5.1376,0.2752,0.3484,False,1.0,n.s.
lt2,NIRS,noabs,v0102,v0103,16,5.1376,4.944,-0.2587,0.1591,False,1.0,n.s.
lt2,NIRS,noabs,v0102,v0104,16,5.1376,4.8172,-0.1167,0.9399,False,1.0,n.s.
lt2,NIRS,noabs,v0102,v0105,16,5.1376,4.6464,0.1042,0.0739,False,1.0,n.s.
lt2,NIRS,noabs,v0102,v0106a,16,5.1376,4.7498,-0.0131,0.8209,False,1.0,n.s.
lt2,NIRS,noabs,v0102,v0106c,16,5.1376,4.7308,-0.0124,0.9799,False,1.0,n.s.
lt2,NIRS,noabs,v0104,v0106a,17,4.9101,4.7815,0.0111,0.5791,False,1.0,n.s.
lt2,NIRS,noabs,v0104,v0106c,17,4.9101,4.9202,0.0794,0.2842,False,1.0,n.s.
lt2,NIRS,noabs,v0105,v0106a,16,4.6464,4.7498,-0.2321,0.0833,False,1.0,n.s.
lt2,NIRS,noabs,v0105,v0106c,16,4.6464,4.7308,-0.2253,0.0739,False,1.0,n.s.
lt2,NIRS,noabs,v0105,v0107,16,4.6464,3.8156,1.2673,0.0833,False,1.0,n.s.
lt2,NIRS,noabs,v0106a,v0106c,17,4.7815,4.9202,0.0499,0.9265,False,1.0,n.s.
lt2,NIRS,noabs,v0106b,v0107,17,3.7756,3.807,0.5915,0.1901,False,1.0,n.s.
lt2,NIRS,with_abs,v0103,v0106c,17,4.9309,4.746,0.3711,0.0,False,0.0014,v0106c
lt2,NIRS,with_abs,v0103,v0106a,17,4.9309,4.9506,0.3984,0.0001,False,0.0034,v0106a
lt2,NIRS,with_abs,v0101,v0106c,17,4.8533,4.746,0.3525,0.0001,False,0.0046,v0106c
lt2,NIRS,with_abs,v0101,v0106a,17,4.8533,4.9506,0.3138,0.0002,False,0.009,v0106a
lt2,NIRS,with_abs,v0103,v0106b,17,4.9309,3.9291,1.5072,0.0002,False,0.009,v0106b
lt2,NIRS,with_abs,v0101,v0106b,17,4.8533,3.9291,1.3755,0.0004,False,0.0153,v0106b
lt2,NIRS,with_abs,v0104,v0106b,17,4.9504,3.9291,1.0438,0.0005,False,0.0196,v0106b
lt2,NIRS,with_abs,v0106a,v0106b,17,4.9506,3.9291,0.8885,0.0005,False,0.0196,v0106b
lt2,NIRS,with_abs,v0102,v0106b,16,5.077,4.1082,1.2872,0.0013,False,0.0486,v0106b
lt2,NIRS,with_abs,v0106b,v0106c,17,3.9291,4.746,-0.9419,0.0013,False,0.0486,v0106b
lt2,NIRS,with_abs,v0103,v0105,16,4.8954,4.6299,0.6815,0.0017,False,0.0587,n.s.
lt2,NIRS,with_abs,v0102,v0105,16,5.077,4.6299,0.1577,0.0021,False,0.0726,n.s.
lt2,NIRS,with_abs,v0105,v0106b,16,4.6299,4.1082,0.9147,0.0021,False,0.0726,n.s.
lt2,NIRS,with_abs,v0101,v0105,16,4.8365,4.6299,0.6519,0.0027,False,0.0859,n.s.
lt2,NIRS,with_abs,v0103,v0104,17,4.9309,4.9504,0.3591,0.0038,False,0.1192,n.s.
lt2,NIRS,with_abs,v0011,v0101,18,3.4477,4.9165,-1.5753,0.0066,False,0.1973,n.s.
lt2,NIRS,with_abs,v0011,v0103,17,3.4914,4.9309,-1.5033,0.0093,False,0.2708,n.s.
lt2,NIRS,with_abs,v0011,v0102,16,3.5742,5.077,-1.0352,0.011,False,0.3076,n.s.
lt2,NIRS,with_abs,v0101,v0104,17,4.8533,4.9504,0.2007,0.011,False,0.3076,n.s.
lt2,NIRS,with_abs,v0104,v0105,16,4.8346,4.6299,0.2632,0.0214,False,0.5562,n.s.
lt2,NIRS,with_abs,v0011,v0104,17,3.4914,4.9504,-1.0592,0.0267,False,0.6668,n.s.
lt2,NIRS,with_abs,v0011,v0106a,17,3.4914,4.9506,-1.0166,0.0267,False,0.6668,n.s.
lt2,NIRS,with_abs,v0011,v0106c,17,3.4914,4.746,-0.8624,0.0267,False,0.6668,n.s.
lt2,NIRS,with_abs,v0011,v0105,16,3.5742,4.6299,-0.5294,0.0386,False,0.85,n.s.
lt2,NIRS,with_abs,v0011,v0106b,17,3.4914,3.9291,-0.2721,0.6441,False,1.0,n.s.
lt2,NIRS,with_abs,v0011,v0107,17,3.4914,4.063,-0.3569,0.4038,False,1.0,n.s.
lt2,NIRS,with_abs,v0101,v0102,16,4.8365,5.077,0.3769,0.1591,False,1.0,n.s.
lt2,NIRS,with_abs,v0101,v0103,17,4.8533,4.9309,-0.1046,0.0714,False,1.0,n.s.
lt2,NIRS,with_abs,v0101,v0107,17,4.8533,4.063,1.5142,0.0797,False,1.0,n.s.
lt2,NIRS,with_abs,v0102,v0103,16,5.077,4.8954,-0.528,0.1046,False,1.0,n.s.
lt2,NIRS,with_abs,v0102,v0104,16,5.077,4.8346,-0.171,0.6685,False,1.0,n.s.
lt2,NIRS,with_abs,v0102,v0106a,16,5.077,4.5675,-0.1276,1.0,False,1.0,n.s.
lt2,NIRS,with_abs,v0102,v0106c,16,5.077,4.6403,-0.0384,0.6685,False,1.0,n.s.
lt2,NIRS,with_abs,v0102,v0107,16,5.077,4.3044,0.8,0.1754,False,1.0,n.s.
lt2,NIRS,with_abs,v0103,v0107,17,4.9309,4.063,1.579,0.0714,False,1.0,n.s.
lt2,NIRS,with_abs,v0104,v0106a,17,4.9504,4.9506,0.0041,0.2069,False,1.0,n.s.
lt2,NIRS,with_abs,v0104,v0106c,17,4.9504,4.746,0.0382,0.2842,False,1.0,n.s.
lt2,NIRS,with_abs,v0104,v0107,17,4.9504,4.063,1.3616,0.1454,False,1.0,n.s.
lt2,NIRS,with_abs,v0105,v0106a,16,4.6299,4.5675,-0.3666,0.0577,False,1.0,n.s.
lt2,NIRS,with_abs,v0105,v0106c,16,4.6299,4.6403,-0.2705,0.0833,False,1.0,n.s.
