feature_set,target,model,subject_id,mae_min,r2
NIRS,lt2,"EN(α=1.0,l1=0.5)",S001,6.4104,-0.887
NIRS,lt2,"EN(α=1.0,l1=0.5)",S002,2.527,0.359
NIRS,lt2,"EN(α=1.0,l1=0.5)",S003,8.4539,-0.354
NIRS,lt2,"EN(α=1.0,l1=0.5)",S004,2.2402,0.572
NIRS,lt2,"EN(α=1.0,l1=0.5)",S005,5.9661,-0.332
NIRS,lt2,"EN(α=1.0,l1=0.5)",S006,2.2453,0.384
NIRS,lt2,"EN(α=1.0,l1=0.5)",S007,3.5588,-1.117
NIRS,lt2,"EN(α=1.0,l1=0.5)",S008,2.2889,0.406
NIRS,lt2,"EN(α=1.0,l1=0.5)",S009,7.0351,-0.001
NIRS,lt2,"EN(α=1.0,l1=0.5)",S010,4.2108,0.568
NIRS,lt2,"EN(α=1.0,l1=0.5)",S011,3.3415,0.108
NIRS,lt2,"EN(α=1.0,l1=0.5)",S012,2.337,0.462
NIRS,lt2,"EN(α=1.0,l1=0.5)",S013,2.5117,0.735
NIRS,lt2,"EN(α=1.0,l1=0.5)",S014,4.43,0.026
NIRS,lt2,"EN(α=1.0,l1=0.5)",S016,3.3711,0.05
NIRS,lt2,"EN(α=1.0,l1=0.5)",S017,4.1529,0.154
NIRS,lt2,"EN(α=1.0,l1=0.5)",S018,2.04,-0.408
NIRS,lt2,"EN(α=1.0,l1=0.5)",S019,5.0283,0.354
NIRS,lt2,"EN(α=1.0,l1=0.9)",S001,6.8721,-1.11
NIRS,lt2,"EN(α=1.0,l1=0.9)",S002,2.1047,0.54
NIRS,lt2,"EN(α=1.0,l1=0.9)",S003,9.8108,-1.039
NIRS,lt2,"EN(α=1.0,l1=0.9)",S004,1.8044,0.704
NIRS,lt2,"EN(α=1.0,l1=0.9)",S005,5.4477,-0.1
NIRS,lt2,"EN(α=1.0,l1=0.9)",S006,1.9887,0.544
NIRS,lt2,"EN(α=1.0,l1=0.9)",S007,2.5635,-0.344
NIRS,lt2,"EN(α=1.0,l1=0.9)",S008,2.0592,0.44
NIRS,lt2,"EN(α=1.0,l1=0.9)",S009,6.5075,0.152
NIRS,lt2,"EN(α=1.0,l1=0.9)",S010,4.0502,0.621
NIRS,lt2,"EN(α=1.0,l1=0.9)",S011,3.2201,0.169
NIRS,lt2,"EN(α=1.0,l1=0.9)",S012,5.2875,-1.022
NIRS,lt2,"EN(α=1.0,l1=0.9)",S013,3.0335,0.681
NIRS,lt2,"EN(α=1.0,l1=0.9)",S014,3.9177,0.239
NIRS,lt2,"EN(α=1.0,l1=0.9)",S016,3.6074,0.172
NIRS,lt2,"EN(α=1.0,l1=0.9)",S017,4.3399,0.043
NIRS,lt2,"EN(α=1.0,l1=0.9)",S018,2.1467,-0.627
NIRS,lt2,"EN(α=1.0,l1=0.9)",S019,5.3618,0.272
NIRS,lt2,"GBM(n=50,d=2)",S001,9.9102,-2.781
NIRS,lt2,"GBM(n=50,d=2)",S002,1.9269,0.616
NIRS,lt2,"GBM(n=50,d=2)",S003,5.9288,0.168
NIRS,lt2,"GBM(n=50,d=2)",S004,1.9779,0.662
NIRS,lt2,"GBM(n=50,d=2)",S005,7.5779,-1.067
NIRS,lt2,"GBM(n=50,d=2)",S006,3.1554,0.01
NIRS,lt2,"GBM(n=50,d=2)",S007,1.2679,0.631
NIRS,lt2,"GBM(n=50,d=2)",S008,1.676,0.675
NIRS,lt2,"GBM(n=50,d=2)",S009,7.7638,-0.181
NIRS,lt2,"GBM(n=50,d=2)",S010,3.0415,0.758
NIRS,lt2,"GBM(n=50,d=2)",S011,2.8253,0.327
NIRS,lt2,"GBM(n=50,d=2)",S012,3.2886,0.117
NIRS,lt2,"GBM(n=50,d=2)",S013,4.3576,0.386
NIRS,lt2,"GBM(n=50,d=2)",S014,3.2221,0.483
NIRS,lt2,"GBM(n=50,d=2)",S016,2.9938,0.396
NIRS,lt2,"GBM(n=50,d=2)",S017,5.8354,-0.446
NIRS,lt2,"GBM(n=50,d=2)",S018,1.839,-0.343
NIRS,lt2,"GBM(n=50,d=2)",S019,5.6635,0.321
NIRS,lt2,"GBM(n=50,d=3)",S001,7.4878,-1.352
NIRS,lt2,"GBM(n=50,d=3)",S002,2.2327,0.543
NIRS,lt2,"GBM(n=50,d=3)",S003,5.4941,0.218
NIRS,lt2,"GBM(n=50,d=3)",S004,1.7348,0.735
NIRS,lt2,"GBM(n=50,d=3)",S005,7.1845,-0.85
NIRS,lt2,"GBM(n=50,d=3)",S006,3.8939,-0.691
NIRS,lt2,"GBM(n=50,d=3)",S007,1.3111,0.651
NIRS,lt2,"GBM(n=50,d=3)",S008,1.5668,0.742
NIRS,lt2,"GBM(n=50,d=3)",S009,7.6574,-0.148
NIRS,lt2,"GBM(n=50,d=3)",S010,3.0215,0.781
NIRS,lt2,"GBM(n=50,d=3)",S011,2.1996,0.563
NIRS,lt2,"GBM(n=50,d=3)",S012,5.2592,-1.058
NIRS,lt2,"GBM(n=50,d=3)",S013,4.9338,0.193
NIRS,lt2,"GBM(n=50,d=3)",S014,3.7353,0.344
NIRS,lt2,"GBM(n=50,d=3)",S016,2.7363,0.455
NIRS,lt2,"GBM(n=50,d=3)",S017,6.3056,-0.667
NIRS,lt2,"GBM(n=50,d=3)",S018,1.945,-0.496
NIRS,lt2,"GBM(n=50,d=3)",S019,5.2426,0.425
NIRS,lt2,"GBM(n=100,d=2)",S001,10.417,-3.042
NIRS,lt2,"GBM(n=100,d=2)",S002,3.615,-0.136
NIRS,lt2,"GBM(n=100,d=2)",S003,5.9376,0.113
NIRS,lt2,"GBM(n=100,d=2)",S004,1.9788,0.663
NIRS,lt2,"GBM(n=100,d=2)",S005,7.3295,-0.936
NIRS,lt2,"GBM(n=100,d=2)",S006,3.7489,-0.349
NIRS,lt2,"GBM(n=100,d=2)",S007,1.3195,0.637
NIRS,lt2,"GBM(n=100,d=2)",S008,1.5078,0.74
NIRS,lt2,"GBM(n=100,d=2)",S009,7.316,-0.113
NIRS,lt2,"GBM(n=100,d=2)",S010,3.3626,0.714
NIRS,lt2,"GBM(n=100,d=2)",S011,2.8585,0.326
NIRS,lt2,"GBM(n=100,d=2)",S012,4.7756,-0.688
NIRS,lt2,"GBM(n=100,d=2)",S013,4.8489,0.281
NIRS,lt2,"GBM(n=100,d=2)",S014,3.2649,0.48
NIRS,lt2,"GBM(n=100,d=2)",S016,2.9843,0.383
NIRS,lt2,"GBM(n=100,d=2)",S017,5.8887,-0.429
NIRS,lt2,"GBM(n=100,d=2)",S018,1.8954,-0.475
NIRS,lt2,"GBM(n=100,d=2)",S019,5.7413,0.321
NIRS,lt2,"GBM(n=100,d=3)",S001,7.3629,-1.22
NIRS,lt2,"GBM(n=100,d=3)",S002,3.2539,0.108
NIRS,lt2,"GBM(n=100,d=3)",S003,5.9958,0.091
NIRS,lt2,"GBM(n=100,d=3)",S004,2.0336,0.63
NIRS,lt2,"GBM(n=100,d=3)",S005,7.042,-0.768
NIRS,lt2,"GBM(n=100,d=3)",S006,3.8899,-0.728
NIRS,lt2,"GBM(n=100,d=3)",S007,1.667,0.437
NIRS,lt2,"GBM(n=100,d=3)",S008,1.4274,0.777
NIRS,lt2,"GBM(n=100,d=3)",S009,6.9737,0.005
NIRS,lt2,"GBM(n=100,d=3)",S010,3.2274,0.752
NIRS,lt2,"GBM(n=100,d=3)",S011,2.2977,0.544
NIRS,lt2,"GBM(n=100,d=3)",S012,5.5887,-1.347
NIRS,lt2,"GBM(n=100,d=3)",S013,5.2819,0.139
NIRS,lt2,"GBM(n=100,d=3)",S014,3.6619,0.381
NIRS,lt2,"GBM(n=100,d=3)",S016,2.8219,0.409
NIRS,lt2,"GBM(n=100,d=3)",S017,6.0163,-0.511
NIRS,lt2,"GBM(n=100,d=3)",S018,2.1812,-0.871
NIRS,lt2,"GBM(n=100,d=3)",S019,5.3071,0.424
NIRS,lt2,"GBM(n=200,d=2)",S001,10.5826,-3.191
NIRS,lt2,"GBM(n=200,d=2)",S002,4.4362,-0.615
NIRS,lt2,"GBM(n=200,d=2)",S003,6.5285,-0.076
NIRS,lt2,"GBM(n=200,d=2)",S004,2.1029,0.626
NIRS,lt2,"GBM(n=200,d=2)",S005,7.3668,-0.958
NIRS,lt2,"GBM(n=200,d=2)",S006,3.9286,-0.466
NIRS,lt2,"GBM(n=200,d=2)",S007,1.9769,0.244
NIRS,lt2,"GBM(n=200,d=2)",S008,1.3312,0.786
NIRS,lt2,"GBM(n=200,d=2)",S009,7.1446,-0.055
NIRS,lt2,"GBM(n=200,d=2)",S010,3.8029,0.66
NIRS,lt2,"GBM(n=200,d=2)",S011,2.7484,0.371
NIRS,lt2,"GBM(n=200,d=2)",S012,5.6904,-1.388
NIRS,lt2,"GBM(n=200,d=2)",S013,5.3441,0.147
NIRS,lt2,"GBM(n=200,d=2)",S014,3.3564,0.464
NIRS,lt2,"GBM(n=200,d=2)",S016,2.8363,0.413
NIRS,lt2,"GBM(n=200,d=2)",S017,6.1024,-0.498
NIRS,lt2,"GBM(n=200,d=2)",S018,2.0673,-0.756
NIRS,lt2,"GBM(n=200,d=2)",S019,5.7443,0.344
NIRS,lt2,"GBM(n=200,d=3)",S001,6.7896,-0.925
NIRS,lt2,"GBM(n=200,d=3)",S002,3.3097,0.087
NIRS,lt2,"GBM(n=200,d=3)",S003,6.2559,0.026
NIRS,lt2,"GBM(n=200,d=3)",S004,2.283,0.521
NIRS,lt2,"GBM(n=200,d=3)",S005,6.6879,-0.589
NIRS,lt2,"GBM(n=200,d=3)",S006,4.0341,-0.813
NIRS,lt2,"GBM(n=200,d=3)",S007,1.9096,0.266
NIRS,lt2,"GBM(n=200,d=3)",S008,1.3617,0.787
NIRS,lt2,"GBM(n=200,d=3)",S009,6.7248,0.057
NIRS,lt2,"GBM(n=200,d=3)",S010,3.382,0.743
NIRS,lt2,"GBM(n=200,d=3)",S011,2.3653,0.524
NIRS,lt2,"GBM(n=200,d=3)",S012,5.3165,-1.255
NIRS,lt2,"GBM(n=200,d=3)",S013,5.3348,0.134
NIRS,lt2,"GBM(n=200,d=3)",S014,3.7875,0.354
NIRS,lt2,"GBM(n=200,d=3)",S016,2.6488,0.458
NIRS,lt2,"GBM(n=200,d=3)",S017,5.9985,-0.465
NIRS,lt2,"GBM(n=200,d=3)",S018,2.3645,-1.171
NIRS,lt2,"GBM(n=200,d=3)",S019,5.2259,0.441
NIRS,lt2,"SVR(C=1,ε=0.1)",S001,5.471,-0.382
NIRS,lt2,"SVR(C=1,ε=0.1)",S002,2.955,0.143
NIRS,lt2,"SVR(C=1,ε=0.1)",S003,5.8268,0.136
NIRS,lt2,"SVR(C=1,ε=0.1)",S004,2.8297,0.34
NIRS,lt2,"SVR(C=1,ε=0.1)",S005,5.9242,-0.406
NIRS,lt2,"SVR(C=1,ε=0.1)",S006,2.4485,0.219
NIRS,lt2,"SVR(C=1,ε=0.1)",S007,4.9305,-3.237
NIRS,lt2,"SVR(C=1,ε=0.1)",S008,2.765,0.169
NIRS,lt2,"SVR(C=1,ε=0.1)",S009,7.9484,-0.275
NIRS,lt2,"SVR(C=1,ε=0.1)",S010,5.918,0.137
NIRS,lt2,"SVR(C=1,ε=0.1)",S011,3.4878,0.042
NIRS,lt2,"SVR(C=1,ε=0.1)",S012,3.7456,-0.351
NIRS,lt2,"SVR(C=1,ε=0.1)",S013,4.8079,0.203
NIRS,lt2,"SVR(C=1,ε=0.1)",S014,4.6333,-0.026
NIRS,lt2,"SVR(C=1,ε=0.1)",S016,3.9024,-0.067
NIRS,lt2,"SVR(C=1,ε=0.1)",S017,4.1571,0.203
NIRS,lt2,"SVR(C=1,ε=0.1)",S018,2.1869,-0.918
NIRS,lt2,"SVR(C=1,ε=0.1)",S019,5.8594,0.158
NIRS,lt2,"SVR(C=1,ε=1.0)",S001,5.4733,-0.384
NIRS,lt2,"SVR(C=1,ε=1.0)",S002,2.9549,0.143
NIRS,lt2,"SVR(C=1,ε=1.0)",S003,5.8291,0.135
NIRS,lt2,"SVR(C=1,ε=1.0)",S004,2.8305,0.34
NIRS,lt2,"SVR(C=1,ε=1.0)",S005,5.9321,-0.41
NIRS,lt2,"SVR(C=1,ε=1.0)",S006,2.4482,0.219
NIRS,lt2,"SVR(C=1,ε=1.0)",S007,4.9241,-3.226
NIRS,lt2,"SVR(C=1,ε=1.0)",S008,2.7653,0.17
NIRS,lt2,"SVR(C=1,ε=1.0)",S009,7.948,-0.275
NIRS,lt2,"SVR(C=1,ε=1.0)",S010,5.9198,0.136
NIRS,lt2,"SVR(C=1,ε=1.0)",S011,3.486,0.043
NIRS,lt2,"SVR(C=1,ε=1.0)",S012,3.7449,-0.35
NIRS,lt2,"SVR(C=1,ε=1.0)",S013,4.8095,0.203
NIRS,lt2,"SVR(C=1,ε=1.0)",S014,4.6335,-0.026
NIRS,lt2,"SVR(C=1,ε=1.0)",S016,3.9016,-0.066
NIRS,lt2,"SVR(C=1,ε=1.0)",S017,4.1582,0.203
NIRS,lt2,"SVR(C=1,ε=1.0)",S018,2.1894,-0.922
NIRS,lt2,"SVR(C=1,ε=1.0)",S019,5.8604,0.158
NIRS,lt2,"SVR(C=10,ε=0.1)",S001,6.3857,-0.79
NIRS,lt2,"SVR(C=10,ε=0.1)",S002,2.2604,0.509
NIRS,lt2,"SVR(C=10,ε=0.1)",S003,5.3231,0.34
NIRS,lt2,"SVR(C=10,ε=0.1)",S004,1.7344,0.702
NIRS,lt2,"SVR(C=10,ε=0.1)",S005,6.6186,-0.598
NIRS,lt2,"SVR(C=10,ε=0.1)",S006,2.0142,0.528
NIRS,lt2,"SVR(C=10,ε=0.1)",S007,3.0636,-0.703
NIRS,lt2,"SVR(C=10,ε=0.1)",S008,1.9173,0.423
NIRS,lt2,"SVR(C=10,ε=0.1)",S009,7.9486,-0.192
NIRS,lt2,"SVR(C=10,ε=0.1)",S010,3.4061,0.749
NIRS,lt2,"SVR(C=10,ε=0.1)",S011,2.3593,0.548
NIRS,lt2,"SVR(C=10,ε=0.1)",S012,4.1051,-0.715
NIRS,lt2,"SVR(C=10,ε=0.1)",S013,2.9822,0.71
NIRS,lt2,"SVR(C=10,ε=0.1)",S014,3.6722,0.362
NIRS,lt2,"SVR(C=10,ε=0.1)",S016,3.8717,-0.122
NIRS,lt2,"SVR(C=10,ε=0.1)",S017,4.0314,0.166
NIRS,lt2,"SVR(C=10,ε=0.1)",S018,1.8646,-0.205
NIRS,lt2,"SVR(C=10,ε=0.1)",S019,4.5378,0.504
NIRS,lt2,"SVR(C=10,ε=1.0)",S001,6.3837,-0.788
NIRS,lt2,"SVR(C=10,ε=1.0)",S002,2.2586,0.509
NIRS,lt2,"SVR(C=10,ε=1.0)",S003,5.3234,0.34
NIRS,lt2,"SVR(C=10,ε=1.0)",S004,1.739,0.701
NIRS,lt2,"SVR(C=10,ε=1.0)",S005,6.6157,-0.596
NIRS,lt2,"SVR(C=10,ε=1.0)",S006,2.015,0.528
NIRS,lt2,"SVR(C=10,ε=1.0)",S007,3.0726,-0.712
NIRS,lt2,"SVR(C=10,ε=1.0)",S008,1.9142,0.425
NIRS,lt2,"SVR(C=10,ε=1.0)",S009,7.9466,-0.191
NIRS,lt2,"SVR(C=10,ε=1.0)",S010,3.4094,0.749
NIRS,lt2,"SVR(C=10,ε=1.0)",S011,2.3581,0.548
NIRS,lt2,"SVR(C=10,ε=1.0)",S012,4.1041,-0.714
NIRS,lt2,"SVR(C=10,ε=1.0)",S013,2.9786,0.711
NIRS,lt2,"SVR(C=10,ε=1.0)",S014,3.6763,0.36
NIRS,lt2,"SVR(C=10,ε=1.0)",S016,3.8711,-0.12
NIRS,lt2,"SVR(C=10,ε=1.0)",S017,4.0385,0.163
NIRS,lt2,"SVR(C=10,ε=1.0)",S018,1.8637,-0.206
NIRS,lt2,"SVR(C=10,ε=1.0)",S019,4.5404,0.503
NIRS,lt2,"SVR(C=100,ε=0.1)",S001,9.1653,-2.272
NIRS,lt2,"SVR(C=100,ε=0.1)",S002,0.9962,0.909
NIRS,lt2,"SVR(C=100,ε=0.1)",S003,6.4471,0.044
NIRS,lt2,"SVR(C=100,ε=0.1)",S004,2.7682,0.364
NIRS,lt2,"SVR(C=100,ε=0.1)",S005,5.5405,-0.176
NIRS,lt2,"SVR(C=100,ε=0.1)",S006,3.4039,-0.501
NIRS,lt2,"SVR(C=100,ε=0.1)",S007,2.3353,-0.133
NIRS,lt2,"SVR(C=100,ε=0.1)",S008,3.3093,-0.101
NIRS,lt2,"SVR(C=100,ε=0.1)",S009,6.7957,0.116
NIRS,lt2,"SVR(C=100,ε=0.1)",S010,1.9794,0.917
NIRS,lt2,"SVR(C=100,ε=0.1)",S011,3.7061,0.064
NIRS,lt2,"SVR(C=100,ε=0.1)",S012,3.999,-0.653
NIRS,lt2,"SVR(C=100,ε=0.1)",S013,2.6724,0.75
NIRS,lt2,"SVR(C=100,ε=0.1)",S014,3.1679,0.531
NIRS,lt2,"SVR(C=100,ε=0.1)",S016,3.657,0.026
NIRS,lt2,"SVR(C=100,ε=0.1)",S017,3.4914,0.287
NIRS,lt2,"SVR(C=100,ε=0.1)",S018,2.9107,-2.044
NIRS,lt2,"SVR(C=100,ε=0.1)",S019,4.271,0.576
NIRS,lt2,"SVR(C=100,ε=1.0)",S001,9.178,-2.28
NIRS,lt2,"SVR(C=100,ε=1.0)",S002,0.9942,0.909
NIRS,lt2,"SVR(C=100,ε=1.0)",S003,6.4504,0.043
NIRS,lt2,"SVR(C=100,ε=1.0)",S004,2.7765,0.362
NIRS,lt2,"SVR(C=100,ε=1.0)",S005,5.5392,-0.175
NIRS,lt2,"SVR(C=100,ε=1.0)",S006,3.4074,-0.505
NIRS,lt2,"SVR(C=100,ε=1.0)",S007,2.3395,-0.14
NIRS,lt2,"SVR(C=100,ε=1.0)",S008,3.3137,-0.103
NIRS,lt2,"SVR(C=100,ε=1.0)",S009,6.8032,0.114
NIRS,lt2,"SVR(C=100,ε=1.0)",S010,1.9641,0.918
NIRS,lt2,"SVR(C=100,ε=1.0)",S011,3.7085,0.063
NIRS,lt2,"SVR(C=100,ε=1.0)",S012,4.0048,-0.657
NIRS,lt2,"SVR(C=100,ε=1.0)",S013,2.6757,0.75
NIRS,lt2,"SVR(C=100,ε=1.0)",S014,3.1747,0.529
NIRS,lt2,"SVR(C=100,ε=1.0)",S016,3.6533,0.03
NIRS,lt2,"SVR(C=100,ε=1.0)",S017,3.4827,0.29
NIRS,lt2,"SVR(C=100,ε=1.0)",S018,2.9126,-2.048
NIRS,lt2,"SVR(C=100,ε=1.0)",S019,4.2797,0.575
HRV,lt2,Ridge(α=1),S001,2.049,0.846
HRV,lt2,Ridge(α=1),S002,2.5475,0.46
HRV,lt2,Ridge(α=1),S003,3.5324,0.669
HRV,lt2,Ridge(α=1),S004,1.9408,0.738
HRV,lt2,Ridge(α=1),S005,2.8861,0.677
HRV,lt2,Ridge(α=1),S006,0.8062,0.909
HRV,lt2,Ridge(α=1),S007,2.3613,0.128
HRV,lt2,Ridge(α=1),S008,1.2078,0.838
HRV,lt2,Ridge(α=1),S009,1.6393,0.947
HRV,lt2,Ridge(α=1),S010,3.6622,0.709
HRV,lt2,Ridge(α=1),S011,1.7512,0.806
HRV,lt2,Ridge(α=1),S012,1.567,0.72
HRV,lt2,Ridge(α=1),S013,3.4097,0.677
HRV,lt2,Ridge(α=1),S014,2.1468,0.787
HRV,lt2,Ridge(α=1),S016,1.939,0.782
HRV,lt2,Ridge(α=1),S017,0.9029,0.954
HRV,lt2,Ridge(α=1),S018,5.1178,-6.057
HRV,lt2,Ridge(α=1),S019,1.8232,0.928
HRV,lt2,Ridge(α=10),S001,2.0644,0.843
HRV,lt2,Ridge(α=10),S002,2.529,0.467
HRV,lt2,Ridge(α=10),S003,3.531,0.67
HRV,lt2,Ridge(α=10),S004,1.9332,0.74
HRV,lt2,Ridge(α=10),S005,2.8571,0.68
HRV,lt2,Ridge(α=10),S006,0.8009,0.91
HRV,lt2,Ridge(α=10),S007,2.2916,0.178
HRV,lt2,Ridge(α=10),S008,1.2063,0.838
HRV,lt2,Ridge(α=10),S009,1.6132,0.948
HRV,lt2,Ridge(α=10),S010,3.6801,0.706
HRV,lt2,Ridge(α=10),S011,1.7612,0.805
HRV,lt2,Ridge(α=10),S012,1.5636,0.722
HRV,lt2,Ridge(α=10),S013,3.3462,0.688
HRV,lt2,Ridge(α=10),S014,2.1596,0.785
HRV,lt2,Ridge(α=10),S016,1.9164,0.786
HRV,lt2,Ridge(α=10),S017,0.9132,0.954
HRV,lt2,Ridge(α=10),S018,5.1302,-6.089
HRV,lt2,Ridge(α=10),S019,1.8097,0.929
HRV,lt2,Ridge(α=100),S001,2.2171,0.819
HRV,lt2,Ridge(α=100),S002,2.3675,0.529
HRV,lt2,Ridge(α=100),S003,3.5457,0.668
HRV,lt2,Ridge(α=100),S004,1.8743,0.754
HRV,lt2,Ridge(α=100),S005,2.7992,0.675
HRV,lt2,Ridge(α=100),S006,0.8143,0.906
HRV,lt2,Ridge(α=100),S007,1.7189,0.521
HRV,lt2,Ridge(α=100),S008,1.1913,0.842
HRV,lt2,Ridge(α=100),S009,1.5155,0.955
HRV,lt2,Ridge(α=100),S010,3.829,0.677
HRV,lt2,Ridge(α=100),S011,1.8489,0.788
HRV,lt2,Ridge(α=100),S012,1.5476,0.734
HRV,lt2,Ridge(α=100),S013,2.8443,0.763
HRV,lt2,Ridge(α=100),S014,2.2707,0.765
HRV,lt2,Ridge(α=100),S016,1.8001,0.806
HRV,lt2,Ridge(α=100),S017,1.0314,0.946
HRV,lt2,Ridge(α=100),S018,5.3824,-6.799
HRV,lt2,Ridge(α=100),S019,1.7162,0.936
HRV,lt2,Ridge(α=1000),S001,2.7737,0.711
HRV,lt2,Ridge(α=1000),S002,1.6921,0.746
HRV,lt2,Ridge(α=1000),S003,3.7792,0.63
HRV,lt2,Ridge(α=1000),S004,1.8706,0.724
HRV,lt2,Ridge(α=1000),S005,2.9978,0.514
HRV,lt2,Ridge(α=1000),S006,1.338,0.732
HRV,lt2,Ridge(α=1000),S007,1.2964,0.717
HRV,lt2,Ridge(α=1000),S008,1.2198,0.827
HRV,lt2,Ridge(α=1000),S009,1.4109,0.961
HRV,lt2,Ridge(α=1000),S010,4.3984,0.54
HRV,lt2,Ridge(α=1000),S011,2.2306,0.699
HRV,lt2,Ridge(α=1000),S012,1.5147,0.77
HRV,lt2,Ridge(α=1000),S013,2.0523,0.851
HRV,lt2,Ridge(α=1000),S014,2.7706,0.662
HRV,lt2,Ridge(α=1000),S016,1.2852,0.868
HRV,lt2,Ridge(α=1000),S017,1.5415,0.887
HRV,lt2,Ridge(α=1000),S018,6.2394,-9.764
HRV,lt2,Ridge(α=1000),S019,1.8461,0.92
HRV,lt2,Huber(ε=1.1),S001,2.1601,0.828
HRV,lt2,Huber(ε=1.1),S002,2.8219,0.367
HRV,lt2,Huber(ε=1.1),S003,3.8334,0.633
HRV,lt2,Huber(ε=1.1),S004,1.7037,0.794
HRV,lt2,Huber(ε=1.1),S005,2.9516,0.658
HRV,lt2,Huber(ε=1.1),S006,0.8614,0.897
HRV,lt2,Huber(ε=1.1),S007,1.8607,0.438
HRV,lt2,Huber(ε=1.1),S008,1.6698,0.728
HRV,lt2,Huber(ε=1.1),S009,1.5978,0.952
HRV,lt2,Huber(ε=1.1),S010,4.0573,0.649
HRV,lt2,Huber(ε=1.1),S011,1.6051,0.836
HRV,lt2,Huber(ε=1.1),S012,1.3998,0.758
HRV,lt2,Huber(ε=1.1),S013,2.9386,0.752
HRV,lt2,Huber(ε=1.1),S014,2.2547,0.768
HRV,lt2,Huber(ε=1.1),S016,2.2994,0.704
HRV,lt2,Huber(ε=1.1),S017,0.9436,0.944
HRV,lt2,Huber(ε=1.1),S018,4.9206,-5.586
HRV,lt2,Huber(ε=1.1),S019,1.6924,0.94
HRV,lt2,Huber(ε=1.35),S001,2.1088,0.837
HRV,lt2,Huber(ε=1.35),S002,2.6952,0.423
HRV,lt2,Huber(ε=1.35),S003,3.7054,0.644
HRV,lt2,Huber(ε=1.35),S004,1.7561,0.783
HRV,lt2,Huber(ε=1.35),S005,2.9448,0.664
HRV,lt2,Huber(ε=1.35),S006,0.7859,0.912
HRV,lt2,Huber(ε=1.35),S007,1.9573,0.399
HRV,lt2,Huber(ε=1.35),S008,1.4357,0.79
HRV,lt2,Huber(ε=1.35),S009,1.6669,0.947
HRV,lt2,Huber(ε=1.35),S010,3.8931,0.671
HRV,lt2,Huber(ε=1.35),S011,1.6542,0.829
HRV,lt2,Huber(ε=1.35),S012,1.4325,0.757
HRV,lt2,Huber(ε=1.35),S013,3.0482,0.736
HRV,lt2,Huber(ε=1.35),S014,2.255,0.768
HRV,lt2,Huber(ε=1.35),S016,2.1804,0.73
HRV,lt2,Huber(ε=1.35),S017,0.9404,0.945
HRV,lt2,Huber(ε=1.35),S018,4.9523,-5.64
HRV,lt2,Huber(ε=1.35),S019,1.7373,0.936
HRV,lt2,Huber(ε=1.5),S001,2.0999,0.838
HRV,lt2,Huber(ε=1.5),S002,2.6367,0.441
HRV,lt2,Huber(ε=1.5),S003,3.6445,0.651
HRV,lt2,Huber(ε=1.5),S004,1.8023,0.771
HRV,lt2,Huber(ε=1.5),S005,2.9384,0.666
HRV,lt2,Huber(ε=1.5),S006,0.7956,0.909
HRV,lt2,Huber(ε=1.5),S007,2.1205,0.298
HRV,lt2,Huber(ε=1.5),S008,1.3335,0.812
HRV,lt2,Huber(ε=1.5),S009,1.6319,0.948
HRV,lt2,Huber(ε=1.5),S010,3.8341,0.68
HRV,lt2,Huber(ε=1.5),S011,1.6777,0.823
HRV,lt2,Huber(ε=1.5),S012,1.4569,0.751
HRV,lt2,Huber(ε=1.5),S013,3.1539,0.719
HRV,lt2,Huber(ε=1.5),S014,2.2418,0.77
HRV,lt2,Huber(ε=1.5),S016,2.1054,0.747
HRV,lt2,Huber(ε=1.5),S017,0.9598,0.946
HRV,lt2,Huber(ε=1.5),S018,4.9546,-5.642
HRV,lt2,Huber(ε=1.5),S019,1.7762,0.933
HRV,lt2,Huber(ε=2.0),S001,2.0488,0.846
HRV,lt2,Huber(ε=2.0),S002,2.5776,0.453
HRV,lt2,Huber(ε=2.0),S003,3.561,0.66
HRV,lt2,Huber(ε=2.0),S004,1.8988,0.747
HRV,lt2,Huber(ε=2.0),S005,2.9427,0.667
HRV,lt2,Huber(ε=2.0),S006,0.8266,0.903
HRV,lt2,Huber(ε=2.0),S007,2.4612,0.049
HRV,lt2,Huber(ε=2.0),S008,1.2295,0.833
HRV,lt2,Huber(ε=2.0),S009,1.6183,0.947
HRV,lt2,Huber(ε=2.0),S010,3.7157,0.699
HRV,lt2,Huber(ε=2.0),S011,1.7094,0.815
HRV,lt2,Huber(ε=2.0),S012,1.5291,0.731
HRV,lt2,Huber(ε=2.0),S013,3.3805,0.682
HRV,lt2,Huber(ε=2.0),S014,2.1801,0.781
HRV,lt2,Huber(ε=2.0),S016,2.0387,0.762
HRV,lt2,Huber(ε=2.0),S017,0.9441,0.95
HRV,lt2,Huber(ε=2.0),S018,4.9961,-5.744
HRV,lt2,Huber(ε=2.0),S019,1.8322,0.927
HRV,lt2,"EN(α=0.01,l1=0.2)",S001,2.0979,0.838
HRV,lt2,"EN(α=0.01,l1=0.2)",S002,2.4935,0.481
HRV,lt2,"EN(α=0.01,l1=0.2)",S003,3.5332,0.67
HRV,lt2,"EN(α=0.01,l1=0.2)",S004,1.9187,0.744
HRV,lt2,"EN(α=0.01,l1=0.2)",S005,2.8292,0.681
HRV,lt2,"EN(α=0.01,l1=0.2)",S006,0.7959,0.911
HRV,lt2,"EN(α=0.01,l1=0.2)",S007,2.1539,0.272
