script,variant,feature_set,target,subject_id,mae_min,trained
v0106a,with_abs,EMG+NIRS+HRV,lt2,S014,3.8865,0
v0106a,with_abs,EMG+NIRS+HRV,lt2,S015,2.917,0
v0106a,with_abs,EMG+NIRS+HRV,lt2,S016,3.4964,0
v0106a,with_abs,EMG+NIRS+HRV,lt2,S017,4.8823,1
v0106a,with_abs,EMG+NIRS+HRV,lt2,S018,4.7542,0
v0106a,with_abs,EMG+NIRS+HRV,lt2,S019,7.0849,1
v0106a,noabs,EMG+NIRS+HRV,lt2,S001,4.5224,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S002,3.6973,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S003,6.5989,1
v0106a,noabs,EMG+NIRS+HRV,lt2,S004,3.1044,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S005,4.9521,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S006,2.5917,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S008,4.0562,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S009,9.0664,1
v0106a,noabs,EMG+NIRS+HRV,lt2,S010,7.3967,1
v0106a,noabs,EMG+NIRS+HRV,lt2,S011,3.1437,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S012,2.6201,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S013,5.4823,1
v0106a,noabs,EMG+NIRS+HRV,lt2,S014,3.8623,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S015,2.9993,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S016,3.5151,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S017,5.0297,1
v0106a,noabs,EMG+NIRS+HRV,lt2,S018,4.7931,0
v0106a,noabs,EMG+NIRS+HRV,lt2,S019,7.1086,1
v0106b,with_abs,EMG,lt1,S002,3.0108,0
v0106b,with_abs,EMG,lt1,S003,5.3727,1
v0106b,with_abs,EMG,lt1,S004,5.7449,0
v0106b,with_abs,EMG,lt1,S006,1.4549,0
v0106b,with_abs,EMG,lt1,S008,3.6197,0
v0106b,with_abs,EMG,lt1,S009,6.1679,1
v0106b,with_abs,EMG,lt1,S010,5.585,1
v0106b,with_abs,EMG,lt1,S011,2.2926,0
v0106b,with_abs,EMG,lt1,S013,4.1243,1
v0106b,with_abs,EMG,lt1,S014,3.1694,0
v0106b,with_abs,EMG,lt1,S016,1.9457,0
v0106b,with_abs,EMG,lt1,S017,4.0314,1
v0106b,with_abs,EMG,lt1,S018,3.5102,0
v0106b,with_abs,EMG,lt1,S019,5.1211,1
v0106b,noabs,EMG,lt1,S002,2.9356,0
v0106b,noabs,EMG,lt1,S003,5.2089,1
v0106b,noabs,EMG,lt1,S004,4.2482,0
v0106b,noabs,EMG,lt1,S006,1.4823,0
v0106b,noabs,EMG,lt1,S008,3.9266,0
v0106b,noabs,EMG,lt1,S009,5.6565,1
v0106b,noabs,EMG,lt1,S010,5.346,1
v0106b,noabs,EMG,lt1,S011,2.2997,0
v0106b,noabs,EMG,lt1,S013,4.145,1
v0106b,noabs,EMG,lt1,S014,3.3078,0
v0106b,noabs,EMG,lt1,S016,1.9257,0
v0106b,noabs,EMG,lt1,S017,3.8584,1
v0106b,noabs,EMG,lt1,S018,3.9049,0
v0106b,noabs,EMG,lt1,S019,5.5366,1
v0106b,with_abs,NIRS,lt1,S002,3.652,0
v0106b,with_abs,NIRS,lt1,S003,6.5332,1
v0106b,with_abs,NIRS,lt1,S004,4.3198,0
v0106b,with_abs,NIRS,lt1,S006,2.7281,0
v0106b,with_abs,NIRS,lt1,S008,3.7964,0
v0106b,with_abs,NIRS,lt1,S009,8.087,1
v0106b,with_abs,NIRS,lt1,S010,6.5456,1
v0106b,with_abs,NIRS,lt1,S011,3.7667,0
v0106b,with_abs,NIRS,lt1,S013,5.3578,1
v0106b,with_abs,NIRS,lt1,S014,4.5565,0
v0106b,with_abs,NIRS,lt1,S016,3.8183,0
v0106b,with_abs,NIRS,lt1,S017,4.6092,1
v0106b,with_abs,NIRS,lt1,S018,4.5112,0
v0106b,with_abs,NIRS,lt1,S019,7.318,1
v0106b,noabs,NIRS,lt1,S002,3.3853,0
v0106b,noabs,NIRS,lt1,S003,6.4475,1
v0106b,noabs,NIRS,lt1,S004,4.3099,0
v0106b,noabs,NIRS,lt1,S006,2.7501,0
v0106b,noabs,NIRS,lt1,S008,4.3909,0
v0106b,noabs,NIRS,lt1,S009,7.6337,1
v0106b,noabs,NIRS,lt1,S010,6.4849,1
v0106b,noabs,NIRS,lt1,S011,3.3825,0
v0106b,noabs,NIRS,lt1,S013,5.3371,1
v0106b,noabs,NIRS,lt1,S014,4.6462,0
v0106b,noabs,NIRS,lt1,S016,3.9182,0
v0106b,noabs,NIRS,lt1,S017,4.602,1
v0106b,noabs,NIRS,lt1,S018,4.5138,0
v0106b,noabs,NIRS,lt1,S019,7.5272,1
v0106b,with_abs,EMG+NIRS,lt1,S002,3.0467,0
v0106b,with_abs,EMG+NIRS,lt1,S003,4.4146,1
v0106b,with_abs,EMG+NIRS,lt1,S004,4.581,0
v0106b,with_abs,EMG+NIRS,lt1,S006,1.9285,0
v0106b,with_abs,EMG+NIRS,lt1,S008,3.4813,0
v0106b,with_abs,EMG+NIRS,lt1,S009,5.8063,1
v0106b,with_abs,EMG+NIRS,lt1,S010,5.0255,1
v0106b,with_abs,EMG+NIRS,lt1,S011,2.6162,0
v0106b,with_abs,EMG+NIRS,lt1,S013,4.1322,1
v0106b,with_abs,EMG+NIRS,lt1,S014,3.7392,0
v0106b,with_abs,EMG+NIRS,lt1,S016,1.8784,0
v0106b,with_abs,EMG+NIRS,lt1,S017,4.4156,1
v0106b,with_abs,EMG+NIRS,lt1,S018,2.801,0
v0106b,with_abs,EMG+NIRS,lt1,S019,5.1668,1
v0106b,noabs,EMG+NIRS,lt1,S002,3.1216,0
v0106b,noabs,EMG+NIRS,lt1,S003,4.3638,1
v0106b,noabs,EMG+NIRS,lt1,S004,4.4102,0
v0106b,noabs,EMG+NIRS,lt1,S006,1.7431,0
v0106b,noabs,EMG+NIRS,lt1,S008,3.5082,0
v0106b,noabs,EMG+NIRS,lt1,S009,5.7884,1
v0106b,noabs,EMG+NIRS,lt1,S010,4.9737,1
v0106b,noabs,EMG+NIRS,lt1,S011,2.4363,0
v0106b,noabs,EMG+NIRS,lt1,S013,3.693,1
v0106b,noabs,EMG+NIRS,lt1,S014,3.6979,0
v0106b,noabs,EMG+NIRS,lt1,S016,2.1833,0
v0106b,noabs,EMG+NIRS,lt1,S017,4.1397,1
v0106b,noabs,EMG+NIRS,lt1,S018,2.7824,0
v0106b,noabs,EMG+NIRS,lt1,S019,5.4665,1
v0106b,with_abs,EMG+NIRS+HRV,lt1,S002,3.2903,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S003,5.235,1
v0106b,with_abs,EMG+NIRS+HRV,lt1,S004,4.7751,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S006,1.7755,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S008,3.2425,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S009,4.6899,1
v0106b,with_abs,EMG+NIRS+HRV,lt1,S010,4.5947,1
v0106b,with_abs,EMG+NIRS+HRV,lt1,S011,2.14,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S013,3.5907,1
v0106b,with_abs,EMG+NIRS+HRV,lt1,S014,3.0624,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S016,2.5105,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S017,3.6843,1
v0106b,with_abs,EMG+NIRS+HRV,lt1,S018,1.8908,0
v0106b,with_abs,EMG+NIRS+HRV,lt1,S019,4.5961,1
v0106b,noabs,EMG+NIRS+HRV,lt1,S002,3.2086,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S003,5.1561,1
v0106b,noabs,EMG+NIRS+HRV,lt1,S004,4.057,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S006,1.4473,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S008,3.0825,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S009,5.0128,1
v0106b,noabs,EMG+NIRS+HRV,lt1,S010,4.7077,1
v0106b,noabs,EMG+NIRS+HRV,lt1,S011,2.0604,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S013,3.6708,1
v0106b,noabs,EMG+NIRS+HRV,lt1,S014,3.2451,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S016,2.3907,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S017,3.5894,1
v0106b,noabs,EMG+NIRS+HRV,lt1,S018,2.0812,0
v0106b,noabs,EMG+NIRS+HRV,lt1,S019,4.9075,1
v0106b,with_abs,EMG,lt2,S001,3.7874,0
v0106b,with_abs,EMG,lt2,S002,4.2462,0
v0106b,with_abs,EMG,lt2,S003,4.7054,1
v0106b,with_abs,EMG,lt2,S004,4.5416,0
v0106b,with_abs,EMG,lt2,S005,4.5386,0
v0106b,with_abs,EMG,lt2,S006,1.9409,0
v0106b,with_abs,EMG,lt2,S008,3.3519,0
v0106b,with_abs,EMG,lt2,S009,6.8977,1
v0106b,with_abs,EMG,lt2,S010,5.0382,1
v0106b,with_abs,EMG,lt2,S011,2.0234,0
v0106b,with_abs,EMG,lt2,S012,4.9265,0
v0106b,with_abs,EMG,lt2,S013,4.9346,1
v0106b,with_abs,EMG,lt2,S014,2.9034,0
v0106b,with_abs,EMG,lt2,S015,5.2291,0
v0106b,with_abs,EMG,lt2,S016,2.0208,0
v0106b,with_abs,EMG,lt2,S017,3.6476,1
v0106b,with_abs,EMG,lt2,S018,7.7515,0
v0106b,with_abs,EMG,lt2,S019,5.3875,1
v0106b,noabs,EMG,lt2,S001,3.9165,0
v0106b,noabs,EMG,lt2,S002,4.2854,0
v0106b,noabs,EMG,lt2,S003,4.7876,1
v0106b,noabs,EMG,lt2,S004,4.4085,0
v0106b,noabs,EMG,lt2,S005,4.3094,0
v0106b,noabs,EMG,lt2,S006,1.8238,0
v0106b,noabs,EMG,lt2,S008,3.3177,0
v0106b,noabs,EMG,lt2,S009,6.779,1
v0106b,noabs,EMG,lt2,S010,4.7848,1
v0106b,noabs,EMG,lt2,S011,2.1745,0
v0106b,noabs,EMG,lt2,S012,3.0806,0
v0106b,noabs,EMG,lt2,S013,4.6305,1
v0106b,noabs,EMG,lt2,S014,3.3089,0
v0106b,noabs,EMG,lt2,S015,5.5173,0
v0106b,noabs,EMG,lt2,S016,1.8533,0
v0106b,noabs,EMG,lt2,S017,4.0984,1
v0106b,noabs,EMG,lt2,S018,7.4793,0
v0106b,noabs,EMG,lt2,S019,5.3751,1
v0106b,with_abs,NIRS,lt2,S001,4.2471,0
v0106b,with_abs,NIRS,lt2,S002,2.7259,0
v0106b,with_abs,NIRS,lt2,S003,5.1463,1
v0106b,with_abs,NIRS,lt2,S004,2.3623,0
v0106b,with_abs,NIRS,lt2,S005,5.9264,0
v0106b,with_abs,NIRS,lt2,S006,2.6042,0
v0106b,with_abs,NIRS,lt2,S008,1.7889,0
v0106b,with_abs,NIRS,lt2,S009,8.1077,1
v0106b,with_abs,NIRS,lt2,S010,6.2086,1
v0106b,with_abs,NIRS,lt2,S011,2.9157,0
v0106b,with_abs,NIRS,lt2,S012,2.504,0
v0106b,with_abs,NIRS,lt2,S013,4.5104,1
v0106b,with_abs,NIRS,lt2,S014,3.5676,0
v0106b,with_abs,NIRS,lt2,S015,4.8687,0
v0106b,with_abs,NIRS,lt2,S016,4.2398,0
v0106b,with_abs,NIRS,lt2,S017,4.739,1
v0106b,with_abs,NIRS,lt2,S018,2.1788,0
v0106b,with_abs,NIRS,lt2,S019,6.256,1
v0106b,noabs,NIRS,lt2,S001,4.9089,0
v0106b,noabs,NIRS,lt2,S002,2.5775,0
v0106b,noabs,NIRS,lt2,S003,5.7772,1
v0106b,noabs,NIRS,lt2,S004,2.6385,0
v0106b,noabs,NIRS,lt2,S005,4.6688,0
v0106b,noabs,NIRS,lt2,S006,2.8475,0
v0106b,noabs,NIRS,lt2,S008,2.2441,0
v0106b,noabs,NIRS,lt2,S009,7.9627,1
v0106b,noabs,NIRS,lt2,S010,6.487,1
v0106b,noabs,NIRS,lt2,S011,3.0378,0
v0106b,noabs,NIRS,lt2,S012,2.4696,0
v0106b,noabs,NIRS,lt2,S013,4.5065,1
v0106b,noabs,NIRS,lt2,S014,4.309,0
v0106b,noabs,NIRS,lt2,S015,4.842,0
v0106b,noabs,NIRS,lt2,S016,4.2202,0
v0106b,noabs,NIRS,lt2,S017,5.0293,1
v0106b,noabs,NIRS,lt2,S018,2.4582,0
v0106b,noabs,NIRS,lt2,S019,6.4083,1
v0106b,with_abs,EMG+NIRS,lt2,S001,3.9548,0
v0106b,with_abs,EMG+NIRS,lt2,S002,3.7866,0
v0106b,with_abs,EMG+NIRS,lt2,S003,3.4473,1
v0106b,with_abs,EMG+NIRS,lt2,S004,4.3972,0
v0106b,with_abs,EMG+NIRS,lt2,S005,4.7583,0
v0106b,with_abs,EMG+NIRS,lt2,S006,1.8351,0
v0106b,with_abs,EMG+NIRS,lt2,S008,2.1583,0
v0106b,with_abs,EMG+NIRS,lt2,S009,6.0987,1
v0106b,with_abs,EMG+NIRS,lt2,S010,3.902,1
v0106b,with_abs,EMG+NIRS,lt2,S011,2.1386,0
v0106b,with_abs,EMG+NIRS,lt2,S012,2.4741,0
v0106b,with_abs,EMG+NIRS,lt2,S013,3.903,1
v0106b,with_abs,EMG+NIRS,lt2,S014,2.9752,0
v0106b,with_abs,EMG+NIRS,lt2,S015,4.0641,0
v0106b,with_abs,EMG+NIRS,lt2,S016,4.2654,0
v0106b,with_abs,EMG+NIRS,lt2,S017,3.8779,1
v0106b,with_abs,EMG+NIRS,lt2,S018,6.6685,0
v0106b,with_abs,EMG+NIRS,lt2,S019,5.3929,1
v0106b,noabs,EMG+NIRS,lt2,S001,4.0734,0
v0106b,noabs,EMG+NIRS,lt2,S002,3.4261,0
v0106b,noabs,EMG+NIRS,lt2,S003,3.2228,1
v0106b,noabs,EMG+NIRS,lt2,S004,4.3491,0
v0106b,noabs,EMG+NIRS,lt2,S005,4.8956,0
v0106b,noabs,EMG+NIRS,lt2,S006,2.33,0
v0106b,noabs,EMG+NIRS,lt2,S008,2.5781,0
v0106b,noabs,EMG+NIRS,lt2,S009,6.4006,1
v0106b,noabs,EMG+NIRS,lt2,S010,4.3015,1
v0106b,noabs,EMG+NIRS,lt2,S011,2.0178,0
v0106b,noabs,EMG+NIRS,lt2,S012,2.3087,0
v0106b,noabs,EMG+NIRS,lt2,S013,3.8598,1
v0106b,noabs,EMG+NIRS,lt2,S014,3.304,0
v0106b,noabs,EMG+NIRS,lt2,S015,3.9331,0
v0106b,noabs,EMG+NIRS,lt2,S016,3.6286,0
v0106b,noabs,EMG+NIRS,lt2,S017,3.5761,1
v0106b,noabs,EMG+NIRS,lt2,S018,6.3629,0
v0106b,noabs,EMG+NIRS,lt2,S019,5.1956,1
v0106b,with_abs,EMG+NIRS+HRV,lt2,S001,3.9134,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S002,3.3002,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S003,3.792,1
v0106b,with_abs,EMG+NIRS+HRV,lt2,S004,4.7882,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S005,4.7549,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S006,1.603,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S008,2.1228,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S009,4.3219,1
v0106b,with_abs,EMG+NIRS+HRV,lt2,S010,3.9888,1
v0106b,with_abs,EMG+NIRS+HRV,lt2,S011,2.0116,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S012,2.4944,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S013,3.29,1
v0106b,with_abs,EMG+NIRS+HRV,lt2,S014,3.2815,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S015,3.4967,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S016,4.329,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S017,3.5897,1
v0106b,with_abs,EMG+NIRS+HRV,lt2,S018,2.2019,0
v0106b,with_abs,EMG+NIRS+HRV,lt2,S019,4.5156,1
v0106b,noabs,EMG+NIRS+HRV,lt2,S001,4.3262,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S002,3.5516,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S003,3.4863,1
v0106b,noabs,EMG+NIRS+HRV,lt2,S004,5.1643,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S005,4.8861,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S006,1.8075,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S008,2.3787,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S009,4.6694,1
v0106b,noabs,EMG+NIRS+HRV,lt2,S010,3.9033,1
v0106b,noabs,EMG+NIRS+HRV,lt2,S011,1.7165,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S012,2.4218,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S013,3.5412,1
v0106b,noabs,EMG+NIRS+HRV,lt2,S014,2.6234,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S015,3.9308,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S016,3.7833,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S017,3.2476,1
v0106b,noabs,EMG+NIRS+HRV,lt2,S018,2.3893,0
v0106b,noabs,EMG+NIRS+HRV,lt2,S019,4.5578,1
v0106c,with_abs,EMG,lt1,S002,3.2726,0
v0106c,with_abs,EMG,lt1,S003,6.8396,1
v0106c,with_abs,EMG,lt1,S004,4.2943,0
v0106c,with_abs,EMG,lt1,S006,2.8529,0
v0106c,with_abs,EMG,lt1,S008,4.0397,0
v0106c,with_abs,EMG,lt1,S009,7.8154,1
v0106c,with_abs,EMG,lt1,S010,6.7905,1
v0106c,with_abs,EMG,lt1,S011,3.5738,0
v0106c,with_abs,EMG,lt1,S013,5.5134,1
v0106c,with_abs,EMG,lt1,S014,4.4017,0
v0106c,with_abs,EMG,lt1,S016,3.6318,0
v0106c,with_abs,EMG,lt1,S017,4.4307,1
v0106c,with_abs,EMG,lt1,S018,4.5389,0
v0106c,with_abs,EMG,lt1,S019,7.2776,1
v0106c,noabs,EMG,lt1,S002,3.2874,0
v0106c,noabs,EMG,lt1,S003,6.8161,1
v0106c,noabs,EMG,lt1,S004,4.398,0
v0106c,noabs,EMG,lt1,S006,2.8398,0
v0106c,noabs,EMG,lt1,S008,4.0836,0
v0106c,noabs,EMG,lt1,S009,7.8203,1
v0106c,noabs,EMG,lt1,S010,6.7917,1
v0106c,noabs,EMG,lt1,S011,3.5928,0
v0106c,noabs,EMG,lt1,S013,5.4983,1
v0106c,noabs,EMG,lt1,S014,4.4106,0
v0106c,noabs,EMG,lt1,S016,3.6422,0
v0106c,noabs,EMG,lt1,S017,4.4133,1
v0106c,noabs,EMG,lt1,S018,4.5525,0
v0106c,noabs,EMG,lt1,S019,7.2608,1
v0106c,with_abs,NIRS,lt1,S002,3.212,0
v0106c,with_abs,NIRS,lt1,S003,6.9814,1
v0106c,with_abs,NIRS,lt1,S004,4.2869,0
v0106c,with_abs,NIRS,lt1,S006,3.0744,0
v0106c,with_abs,NIRS,lt1,S008,4.2222,0
v0106c,with_abs,NIRS,lt1,S009,7.8286,1
v0106c,with_abs,NIRS,lt1,S010,7.0801,1
v0106c,with_abs,NIRS,lt1,S011,3.8126,0
v0106c,with_abs,NIRS,lt1,S013,5.7226,1
v0106c,with_abs,NIRS,lt1,S014,4.6243,0
v0106c,with_abs,NIRS,lt1,S016,3.9197,0
v0106c,with_abs,NIRS,lt1,S017,4.6941,1
v0106c,with_abs,NIRS,lt1,S018,4.5292,0
v0106c,with_abs,NIRS,lt1,S019,7.4618,1
v0106c,noabs,NIRS,lt1,S002,3.1518,0
v0106c,noabs,NIRS,lt1,S003,7.014,1
v0106c,noabs,NIRS,lt1,S004,4.305,0
v0106c,noabs,NIRS,lt1,S006,2.8586,0
v0106c,noabs,NIRS,lt1,S008,4.482,0
v0106c,noabs,NIRS,lt1,S009,7.9035,1
v0106c,noabs,NIRS,lt1,S010,7.0463,1
v0106c,noabs,NIRS,lt1,S011,3.7129,0
v0106c,noabs,NIRS,lt1,S013,5.6705,1
v0106c,noabs,NIRS,lt1,S014,4.5095,0
v0106c,noabs,NIRS,lt1,S016,3.9154,0
v0106c,noabs,NIRS,lt1,S017,4.6526,1
v0106c,noabs,NIRS,lt1,S018,4.5362,0
v0106c,noabs,NIRS,lt1,S019,7.4359,1
v0106c,with_abs,EMG+NIRS,lt1,S002,3.1997,0
v0106c,with_abs,EMG+NIRS,lt1,S003,6.8843,1
v0106c,with_abs,EMG+NIRS,lt1,S004,4.3882,0
v0106c,with_abs,EMG+NIRS,lt1,S006,2.9643,0
v0106c,with_abs,EMG+NIRS,lt1,S008,4.0597,0
v0106c,with_abs,EMG+NIRS,lt1,S009,7.7764,1
v0106c,with_abs,EMG+NIRS,lt1,S010,6.8422,1
v0106c,with_abs,EMG+NIRS,lt1,S011,3.5489,0
v0106c,with_abs,EMG+NIRS,lt1,S013,5.53,1
v0106c,with_abs,EMG+NIRS,lt1,S014,4.4439,0
v0106c,with_abs,EMG+NIRS,lt1,S016,3.6927,0
v0106c,with_abs,EMG+NIRS,lt1,S017,4.4761,1
v0106c,with_abs,EMG+NIRS,lt1,S018,4.2911,0
v0106c,with_abs,EMG+NIRS,lt1,S019,7.3221,1
v0106c,noabs,EMG+NIRS,lt1,S002,3.2528,0
v0106c,noabs,EMG+NIRS,lt1,S003,6.897,1
v0106c,noabs,EMG+NIRS,lt1,S004,4.4747,0
v0106c,noabs,EMG+NIRS,lt1,S006,2.8906,0
v0106c,noabs,EMG+NIRS,lt1,S008,4.0737,0
v0106c,noabs,EMG+NIRS,lt1,S009,7.8267,1
v0106c,noabs,EMG+NIRS,lt1,S010,6.8312,1
v0106c,noabs,EMG+NIRS,lt1,S011,3.5509,0
v0106c,noabs,EMG+NIRS,lt1,S013,5.5566,1
v0106c,noabs,EMG+NIRS,lt1,S014,4.4203,0
v0106c,noabs,EMG+NIRS,lt1,S016,3.6333,0
v0106c,noabs,EMG+NIRS,lt1,S017,4.4839,1
v0106c,noabs,EMG+NIRS,lt1,S018,4.4208,0
v0106c,noabs,EMG+NIRS,lt1,S019,7.294,1
v0106c,with_abs,EMG+NIRS+HRV,lt1,S002,3.1698,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S003,6.9292,1
v0106c,with_abs,EMG+NIRS+HRV,lt1,S004,4.1439,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S006,2.8359,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S008,4.0716,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S009,7.8575,1
v0106c,with_abs,EMG+NIRS+HRV,lt1,S010,6.7792,1
v0106c,with_abs,EMG+NIRS+HRV,lt1,S011,3.5594,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S013,5.5478,1
v0106c,with_abs,EMG+NIRS+HRV,lt1,S014,4.3304,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S016,3.5664,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S017,4.396,1
v0106c,with_abs,EMG+NIRS+HRV,lt1,S018,4.181,0
v0106c,with_abs,EMG+NIRS+HRV,lt1,S019,7.2428,1
v0106c,noabs,EMG+NIRS+HRV,lt1,S002,3.1676,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S003,6.9329,1
v0106c,noabs,EMG+NIRS+HRV,lt1,S004,4.2706,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S006,2.8718,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S008,4.0817,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S009,7.8692,1
v0106c,noabs,EMG+NIRS+HRV,lt1,S010,6.8017,1
v0106c,noabs,EMG+NIRS+HRV,lt1,S011,3.543,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S013,5.5611,1
v0106c,noabs,EMG+NIRS+HRV,lt1,S014,4.3451,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S016,3.6003,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S017,4.3885,1
v0106c,noabs,EMG+NIRS+HRV,lt1,S018,4.1775,0
v0106c,noabs,EMG+NIRS+HRV,lt1,S019,7.2795,1
v0106c,with_abs,EMG,lt2,S001,4.808,0
v0106c,with_abs,EMG,lt2,S002,3.9175,0
v0106c,with_abs,EMG,lt2,S003,6.7449,1
v0106c,with_abs,EMG,lt2,S004,3.7026,0
v0106c,with_abs,EMG,lt2,S005,4.9771,0
v0106c,with_abs,EMG,lt2,S006,2.8148,0
v0106c,with_abs,EMG,lt2,S008,3.9772,0
v0106c,with_abs,EMG,lt2,S009,9.1648,1
v0106c,with_abs,EMG,lt2,S010,7.778,1
v0106c,with_abs,EMG,lt2,S011,3.5898,0
v0106c,with_abs,EMG,lt2,S012,3.1249,0
v0106c,with_abs,EMG,lt2,S013,5.8906,1
v0106c,with_abs,EMG,lt2,S014,4.4433,0
v0106c,with_abs,EMG,lt2,S015,3.1843,0
v0106c,with_abs,EMG,lt2,S016,3.7104,0
v0106c,with_abs,EMG,lt2,S017,5.2408,1
v0106c,with_abs,EMG,lt2,S018,5.1172,0
v0106c,with_abs,EMG,lt2,S019,7.3405,1
v0106c,noabs,EMG,lt2,S001,4.7383,0
v0106c,noabs,EMG,lt2,S002,3.841,0
v0106c,noabs,EMG,lt2,S003,6.7361,1
v0106c,noabs,EMG,lt2,S004,3.6593,0
v0106c,noabs,EMG,lt2,S005,5.0127,0
v0106c,noabs,EMG,lt2,S006,2.7947,0
v0106c,noabs,EMG,lt2,S008,3.993,0
v0106c,noabs,EMG,lt2,S009,9.1246,1
v0106c,noabs,EMG,lt2,S010,7.7652,1
v0106c,noabs,EMG,lt2,S011,3.6631,0
v0106c,noabs,EMG,lt2,S012,3.1215,0
v0106c,noabs,EMG,lt2,S013,5.8699,1
v0106c,noabs,EMG,lt2,S014,4.4251,0
v0106c,noabs,EMG,lt2,S015,3.177,0
v0106c,noabs,EMG,lt2,S016,3.7311,0
v0106c,noabs,EMG,lt2,S017,5.237,1
v0106c,noabs,EMG,lt2,S018,5.1572,0
v0106c,noabs,EMG,lt2,S019,7.335,1
v0106c,with_abs,NIRS,lt2,S001,4.9113,0
v0106c,with_abs,NIRS,lt2,S002,4.0688,0
v0106c,with_abs,NIRS,lt2,S003,6.9968,1
v0106c,with_abs,NIRS,lt2,S004,3.6119,0
v0106c,with_abs,NIRS,lt2,S005,5.1504,0
v0106c,with_abs,NIRS,lt2,S006,2.8955,0
v0106c,with_abs,NIRS,lt2,S008,3.9968,0
v0106c,with_abs,NIRS,lt2,S009,9.5091,1
v0106c,with_abs,NIRS,lt2,S010,8.0206,1
v0106c,with_abs,NIRS,lt2,S011,3.7648,0
v0106c,with_abs,NIRS,lt2,S012,3.2291,0
v0106c,with_abs,NIRS,lt2,S013,6.0328,1
v0106c,with_abs,NIRS,lt2,S014,4.552,0
v0106c,with_abs,NIRS,lt2,S015,3.16,0
v0106c,with_abs,NIRS,lt2,S016,4.0855,0
v0106c,with_abs,NIRS,lt2,S017,5.3631,1
v0106c,with_abs,NIRS,lt2,S018,5.1823,0
v0106c,with_abs,NIRS,lt2,S019,7.572,1
v0106c,noabs,NIRS,lt2,S001,4.796,0
v0106c,noabs,NIRS,lt2,S002,3.9692,0
v0106c,noabs,NIRS,lt2,S003,6.9649,1
v0106c,noabs,NIRS,lt2,S004,3.6155,0
v0106c,noabs,NIRS,lt2,S005,5.015,0
