model_id,architecture_id,family,target,feature_set,with_abs,phase_split,subject_id,modality,mean_abs_shap,mean_shap,abs_shap_share,n_windows,modality_rank_within_subject
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S008,NIRS,266.94415807965146,61.7016388635792,0.20448420702416034,150,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S009,EMG,1341.079918581378,94.77640933946631,0.6759544842881257,356,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S009,HRV,126.17302815428573,9.288942886368481,0.06359592966489272,356,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S009,Interaction,173.0601791576886,48.17424537121606,0.08722880906090275,356,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S009,Kinematics,45.537583446773304,-28.346332118722472,0.022952646824398255,356,5
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S009,NIRS,298.1289072663409,18.16962936781038,0.15026813016168014,356,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S010,EMG,1071.3457979195,120.69925143022104,0.5705083097367498,320,1
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S010,HRV,115.02213501123954,-27.60028669507131,0.06125107687453235,320,4
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S010,Interaction,167.37220763171965,-10.93718049266316,0.08912830521976392,320,3
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S010,Kinematics,88.92868876828433,-60.24181079411387,0.04735591068245505,320,5
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S010,NIRS,435.2105628447214,152.0218250256951,0.23175639748649848,320,2
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,S011,EMG,932.3676863527277,8.337525371600435,0.6307988236480521,183,1
