comparison_kind,group_key,metric,condition_a,condition_b,n_subjects,mean_a,mean_b,delta_mean,median_a,median_b,delta_median,wilcoxon_stat,wilcoxon_pvalue,ttest_stat,ttest_pvalue,cohens_d,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high,pvalue_adj,correction_method,reject_at_alpha
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS+HRV|with_abs=False,abs_lt_err_median_sec,15,30,18,164.33944639011662,165.74060359983525,-1.4011572097186331,130.38741175333664,146.17279736697662,-15.785385613639988,61.0,0.30379486083984375,-0.09448454013040207,0.9258289980167465,-0.022270219681166593,-0.09876543209876543,-25.14210166103308,31.139696334178264,0.5207911900111607,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS+HRV|with_abs=False,abs_lt_err_median_sec,15,5,18,164.33944639011662,134.43767778740988,29.90176860270674,130.38741175333664,128.08987423777575,2.29753751556089,59.0,0.2645263671875,1.3904051756904623,0.18234223133852384,0.3277216427758663,0.1111111111111111,-5.092818812142908,77.10827036704171,0.501207853618421,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS+HRV|with_abs=False,abs_lt_err_median_sec,30,5,18,165.74060359983525,134.43767778740988,31.30292581242537,146.17279736697662,128.08987423777575,18.08292312920088,49.0,0.11870574951171875,1.950409671264882,0.06781315888129004,0.4597159682144076,0.1728395061728395,1.0122845464833996,63.61155017855815,0.35611724853515625,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS+HRV|with_abs=True,abs_lt_err_median_sec,15,30,18,138.90867441230347,145.0328175226847,-6.124143110381226,121.43843460083015,120.27319081624358,1.1652437845865649,63.0,0.34654998779296875,-0.8286740434707416,0.41877206338330314,-0.19532034517714575,-0.07407407407407407,-20.019902071135974,8.64672952945574,0.5424260678498641,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS+HRV|with_abs=True,abs_lt_err_median_sec,15,5,18,138.90867441230347,117.24850414858923,21.660170263714235,121.43843460083015,106.29914283752413,15.13929176330602,50.0,0.12973785400390625,1.458364736002466,0.1629682051324373,0.343739864756891,0.19753086419753085,-4.479930157242079,54.33212854517277,0.35927405724158656,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS+HRV|with_abs=True,abs_lt_err_median_sec,30,5,18,145.0328175226847,117.24850414858923,27.78431337409546,120.27319081624358,106.29914283752413,13.974047978719454,45.0,0.08142852783203125,2.0458503432602866,0.056563352950889746,0.48221155033739155,0.2654320987654321,2.611958705606238,54.397437207318,0.2664933638139204,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG|with_abs=False,mae,15,30,18,221.53396571241066,221.6191237960313,-0.08515808362062671,181.25790535602414,181.44699313164926,-0.1890877756251257,69.0,0.49507904052734375,-0.01223793751381383,0.9903782559634928,-0.0028845095345849995,0.012345679012345678,-14.773468353169454,11.94862943270973,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG|with_abs=False,mae,15,5,18,221.53396571241066,229.9673289099651,-8.433363197554428,181.25790535602414,163.14090662477003,18.116998731254114,64.0,0.3692169189453125,-0.9286483375925882,0.366070334048137,-0.21888451228311115,-0.05555555555555555,-25.20171992331473,7.979338009379863,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG|with_abs=False,mae,30,5,18,221.6191237960313,229.9673289099651,-8.348205113933801,181.44699313164926,163.14090662477003,18.30608650687924,67.0,0.44229888916015625,-0.690129319435759,0.49942699115374845,-0.1626650405562274,-0.018518518518518517,-30.103661619109122,16.086670809061285,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG|with_abs=True,mae,15,30,18,217.60981365809678,218.47952523019111,-0.8697115720943316,180.99084871390122,178.91399973629046,2.0768489776107515,82.0,0.8985748291015625,-0.1649001615322304,0.87096749991171,-0.038867340812732395,0.006172839506172839,-12.322325626179172,9.022313051634429,0.9589181082589285,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG|with_abs=True,mae,15,5,18,217.60981365809678,224.72156033050845,-7.11174667241167,180.99084871390122,162.55710013962383,18.433748574277388,64.0,0.3692169189453125,-1.03672126329674,0.31438832269148376,-0.24435754515913638,-0.037037037037037035,-20.42115630330261,5.066491272793253,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG|with_abs=True,mae,30,5,18,218.47952523019111,224.72156033050845,-6.242035100317338,178.91399973629046,162.55710013962383,16.356899596666636,69.0,0.49507904052734375,-0.6906794933233705,0.49908972577138017,-0.16279471778514804,-0.018518518518518517,-22.98278177010951,10.867069513739757,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS|with_abs=False,mae,15,30,18,204.61556911074058,203.79780483633175,0.8177642744088303,173.75764156264472,174.92763571642683,-1.1699941537821132,83.0,0.932281494140625,0.22148781142622365,0.8273512783771136,0.05220517780321667,0.037037037037037035,-6.977152774654524,7.9597013881748815,0.9589181082589285,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS|with_abs=False,mae,15,5,18,204.61556911074058,208.74156842844968,-4.125999317709102,173.75764156264472,175.03768162182322,-1.2800400591785035,71.0,0.550872802734375,-0.6203895066380254,0.5432293947564547,-0.14622720904024145,-0.006172839506172839,-16.65425131014224,8.174238733398667,0.834971923828125,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS|with_abs=False,mae,30,5,18,203.79780483633175,208.74156842844968,-4.943763592117932,174.92763571642683,175.03768162182322,-0.11004590539639025,67.0,0.44229888916015625,-0.5948978159424598,0.5597476318281345,-0.1402187599219933,-0.012345679012345678,-21.561360879579762,10.534172529385634,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS|with_abs=True,mae,15,30,18,208.6224766206144,205.3736823418323,3.2487942787821,200.90884127461374,178.31855799736633,22.59028327724741,73.0,0.6094589233398438,0.517733823417699,0.6113158605374748,0.12203103246276453,0.030864197530864196,-8.870622040997056,14.836948980602203,0.8438662015474759,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS|with_abs=True,mae,15,5,18,208.6224766206144,216.87107758971467,-8.248600969100266,200.90884127461374,189.28210472468965,11.62673654992409,66.0,0.4171142578125,-0.9913613828193597,0.3354108952528229,-0.23366611879934734,-0.08024691358024691,-24.492978084582226,8.880246181433913,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS|with_abs=True,mae,30,5,18,205.3736823418323,216.87107758971467,-11.497395247882366,178.31855799736633,189.28210472468965,-10.963546727323319,50.0,0.12973785400390625,-1.532974093067105,0.14368079356416646,-0.36132545886368256,-0.1111111111111111,-26.64432204020859,4.1286286309899785,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS+HRV|with_abs=False,mae,15,30,18,178.22416967199004,182.32849676686317,-4.104327094873128,147.67799660517545,147.14097352069012,0.5370230844853268,65.0,0.39273834228515625,-0.862649346345142,0.4003365825119037,-0.20332840086226422,-0.024691358024691357,-12.728884803699527,4.7560039327687225,0.8101293390447443,fdr_bh,False
