model_id,architecture_id,family,target,feature_set,with_abs,phase_split,feature_name,modality,mean_abs_shap,mean_shap,mean_feature_value,mean_prediction,mean_base_value,mean_windows_per_subject,n_subjects,abs_shap_share,feature_rank_global
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_e_d4,EMG,14.16543236222197,-1.843663551532133,21.854792205388723,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.0062301258026786245,38
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_e_d5,EMG,88.0432740939796,-0.5978111833797968,17.13569921030211,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.03872248016573556,7
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_mav,EMG,22.15536267549906,-1.1977402735173257,12.851220402281669,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.00974419228038856,33
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_mdf,EMG,36.179031907353796,-3.000724671233784,0.3174788488809707,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.01591196897053852,21
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_mnf,EMG,54.82889238307629,10.025040393023495,0.0983573597725801,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.024114399647912448,16
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_p_high,EMG,63.90614683814041,6.783086706053784,-0.14035970928813182,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.028106684228564934,13
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_p_low,EMG,21.87855513258974,0.08051829658563461,-0.6835251302979467,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.009622449027421948,34
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_p_mid,EMG,45.49880991258221,17.241237581817366,0.8845148518837637,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.02001091829597249,19
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_ratio_low_high,EMG,27.16015916559928,1.643161118971358,0.6017770304775543,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.011945361362476349,29
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_ratio_mid_high,EMG,36.12804938917406,-8.860082781815736,1.6557765808630587,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.015889546252059118,22
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_rms,EMG,87.38487256844553,-4.683823968886617,13.234787350788784,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.03843290733605672,8
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_wavelet_entropy,EMG,37.09862992445327,-3.59816889296986,-0.8893782259222063,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.016316419126941994,20
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_wl,EMG,185.4082985325481,7.012290247959397,13.738414099694783,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.08154477711523796,1
Lin10_dc410fe4,Lin10,Lin,lt1,EMG+NIRS+HRV,False,full_window,z_vl_prox_full_window_zcr,EMG,31.34795997789758,0.3546579874200045,-3.4976862280324412,-123.00764648700614,-131.99624867663317,229.44444444444446,18,0.01378720601853919,27
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_dfa_alpha1,HRV,97.25719882441659,6.421300828048355,1.1377978348715616,285.3560315306038,271.28403731401045,202.83333333333334,18,0.29413585367154366,2
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_mean_rr_ms,HRV,201.15612302858278,3.0357460773838705,485.6409114077687,285.3560315306038,271.28403731401045,202.83333333333334,18,0.6083583393666097,1
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_rmssd_ms,HRV,6.725541559505242,0.8309520203167494,7.705747751525154,285.3560315306038,271.28403731401045,202.83333333333334,18,0.02034011807783922,4
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_sd1_ms,HRV,6.7246685297053,0.8310788628831053,5.4487864892164275,285.3560315306038,271.28403731401045,202.83333333333334,18,0.020337477765671172,5
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_sd1_sd2_ratio,HRV,14.132109711435604,1.6487029569854421,0.22924944008730563,285.3560315306038,271.28403731401045,202.83333333333334,18,0.04273987123212787,3
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_sd2_ms,HRV,2.6920371093845015,0.8391638671643697,25.748320764507174,285.3560315306038,271.28403731401045,202.83333333333334,18,0.008141552942665012,6
Lin12_ecfa2a6a,Lin12,Lin,lt2,HRV,True,split,hrv_sdnn_ms,HRV,1.9663289358127736,0.4650496038114345,18.744245653543757,285.3560315306038,271.28403731401045,202.83333333333334,18,0.0059467869435403465,7
Lin14_228f08a1,Lin14,Lin,lt1,EMG+NIRS+HRV,False,full_window,feat_rr_per_watt,Interaction,103.67087514292943,7.3182734935423985,,-125.59379549643528,-140.89973644907394,229.44444444444446,18,0.054691256202156056,3
