feature_set,target,model,n_subjects,n_features,raw_mae_min,kalman_mae_min,r2,rho,sec
EMG+BC,lt1,"GBM(n=50,d=2)",10,85,2.9794,2.7194,0.665,0.82,11.7
EMG+BC,lt1,"GBM(n=50,d=3)",10,85,3.173,2.9318,0.641,0.81,16.1
EMG+BC,lt1,"GBM(n=100,d=2)",10,85,3.0535,2.7658,0.651,0.815,21.3
EMG+BC,lt1,"GBM(n=100,d=3)",10,85,3.2023,2.9708,0.632,0.806,30.0
EMG+BC,lt1,"GBM(n=200,d=2)",10,85,3.0918,2.8003,0.639,0.807,40.4
EMG+BC,lt1,"GBM(n=200,d=3)",10,85,3.2135,2.985,0.629,0.806,56.3
EMG+BC,lt1,"SVR(C=1,ε=0.1)",10,85,4.7012,4.7086,0.221,0.725,3.7
EMG+BC,lt1,"SVR(C=1,ε=1.0)",10,85,4.7015,4.7088,0.221,0.725,3.8
EMG+BC,lt1,"SVR(C=10,ε=0.1)",10,85,3.4984,3.3735,0.539,0.793,3.9
EMG+BC,lt1,"SVR(C=10,ε=1.0)",10,85,3.4985,3.3734,0.539,0.792,3.4
EMG+BC,lt1,"SVR(C=100,ε=0.1)",10,85,3.49,3.3171,0.576,0.8,3.8
EMG+BC,lt1,"SVR(C=100,ε=1.0)",10,85,3.4918,3.3188,0.576,0.8,2.8
EMG+NIRS+BC,lt1,Ridge(α=1),10,103,6.1271,5.9793,-0.297,0.6,0.4
EMG+NIRS+BC,lt1,Ridge(α=10),10,103,5.4829,5.3675,0.007,0.589,0.4
EMG+NIRS+BC,lt1,Ridge(α=100),10,103,3.9657,3.874,0.481,0.725,0.4
EMG+NIRS+BC,lt1,Ridge(α=1000),10,103,3.048,2.9017,0.703,0.848,0.4
EMG+NIRS+BC,lt1,Huber(ε=1.1),10,103,14.7437,14.6331,-10.961,0.479,13.6
EMG+NIRS+BC,lt1,Huber(ε=1.35),10,103,16.7467,16.6565,-14.942,0.448,14.1
EMG+NIRS+BC,lt1,Huber(ε=1.5),10,103,17.3345,17.2314,-14.905,0.404,13.2
EMG+NIRS+BC,lt1,Huber(ε=2.0),10,103,18.0076,17.9342,-15.083,0.385,14.2
EMG+NIRS+BC,lt1,"EN(α=0.01,l1=0.2)",10,103,5.2995,5.2103,0.093,0.601,3.6
EMG+NIRS+BC,lt1,"EN(α=0.01,l1=0.5)",10,103,5.4742,5.3609,0.011,0.589,4.0
EMG+NIRS+BC,lt1,"EN(α=0.01,l1=0.9)",10,103,5.7866,5.6691,-0.177,0.593,8.4
EMG+NIRS+BC,lt1,"EN(α=0.1,l1=0.2)",10,103,3.6306,3.5131,0.561,0.764,1.4
EMG+NIRS+BC,lt1,"EN(α=0.1,l1=0.5)",10,103,3.9306,3.8336,0.488,0.729,1.4
EMG+NIRS+BC,lt1,"EN(α=0.1,l1=0.9)",10,103,5.1067,5.0189,0.16,0.617,2.1
EMG+NIRS+BC,lt1,"EN(α=1.0,l1=0.2)",10,103,2.9797,2.8507,0.717,0.858,0.7
EMG+NIRS+BC,lt1,"EN(α=1.0,l1=0.5)",10,103,3.0335,2.8903,0.706,0.85,0.7
EMG+NIRS+BC,lt1,"EN(α=1.0,l1=0.9)",10,103,3.4124,3.2752,0.615,0.795,0.6
EMG+NIRS+BC,lt1,"GBM(n=50,d=2)",10,103,3.1682,2.9636,0.655,0.814,18.0
EMG+NIRS+BC,lt1,"GBM(n=50,d=3)",10,103,3.1497,2.9679,0.66,0.82,23.2
EMG+NIRS+BC,lt1,"GBM(n=100,d=2)",10,103,3.166,2.9474,0.655,0.815,29.6
EMG+NIRS+BC,lt1,"GBM(n=100,d=3)",10,103,3.1515,2.9622,0.657,0.819,39.9
EMG+NIRS+BC,lt1,"GBM(n=200,d=2)",10,103,3.2197,3.0113,0.649,0.811,51.9
EMG+NIRS+BC,lt1,"GBM(n=200,d=3)",10,103,3.1445,2.9638,0.66,0.82,72.4
EMG+NIRS+BC,lt1,"SVR(C=1,ε=0.1)",10,103,4.7902,4.7953,0.203,0.717,5.0
EMG+NIRS+BC,lt1,"SVR(C=1,ε=1.0)",10,103,4.7912,4.7965,0.203,0.716,4.1
EMG+NIRS+BC,lt1,"SVR(C=10,ε=0.1)",10,103,3.5528,3.4698,0.55,0.802,4.2
EMG+NIRS+BC,lt1,"SVR(C=10,ε=1.0)",10,103,3.5531,3.4701,0.55,0.802,4.3
EMG+NIRS+BC,lt1,"SVR(C=100,ε=0.1)",10,103,3.493,3.3584,0.586,0.794,4.9
EMG+NIRS+BC,lt1,"SVR(C=100,ε=1.0)",10,103,3.4948,3.3602,0.586,0.794,4.4
EMG+NIRS+HRV+BC,lt1,Ridge(α=1),10,113,5.4178,5.3602,0.095,0.656,0.3
EMG+NIRS+HRV+BC,lt1,Ridge(α=10),10,113,5.8429,5.8389,0.046,0.606,0.3
EMG+NIRS+HRV+BC,lt1,Ridge(α=100),10,113,4.0343,4.0421,0.499,0.757,0.3
EMG+NIRS+HRV+BC,lt1,Ridge(α=1000),10,113,2.7508,2.6748,0.738,0.865,0.3
EMG+NIRS+HRV+BC,lt1,Huber(ε=1.1),10,113,5.8082,5.7873,-1.017,0.739,12.2
EMG+NIRS+HRV+BC,lt1,Huber(ε=1.35),10,113,8.2153,8.2012,-3.391,0.691,12.5
EMG+NIRS+HRV+BC,lt1,Huber(ε=1.5),10,113,8.2713,8.2383,-3.967,0.687,12.2
EMG+NIRS+HRV+BC,lt1,Huber(ε=2.0),10,113,10.6713,10.6302,-4.903,0.57,12.0
EMG+NIRS+HRV+BC,lt1,"EN(α=0.01,l1=0.2)",10,113,5.5822,5.5814,0.125,0.625,3.5
EMG+NIRS+HRV+BC,lt1,"EN(α=0.01,l1=0.5)",10,113,5.8168,5.8127,0.053,0.608,3.6
EMG+NIRS+HRV+BC,lt1,"EN(α=0.01,l1=0.9)",10,113,5.7495,5.699,0.024,0.621,7.9
EMG+NIRS+HRV+BC,lt1,"EN(α=0.1,l1=0.2)",10,113,3.6276,3.6194,0.579,0.791,1.2
EMG+NIRS+HRV+BC,lt1,"EN(α=0.1,l1=0.5)",10,113,4.0033,4.011,0.504,0.76,1.2
EMG+NIRS+HRV+BC,lt1,"EN(α=0.1,l1=0.9)",10,113,5.3506,5.3491,0.186,0.645,1.9
EMG+NIRS+HRV+BC,lt1,"EN(α=1.0,l1=0.2)",10,113,2.6265,2.5544,0.759,0.876,0.6
EMG+NIRS+HRV+BC,lt1,"EN(α=1.0,l1=0.5)",10,113,2.7366,2.6633,0.741,0.866,0.6
EMG+NIRS+HRV+BC,lt1,"EN(α=1.0,l1=0.9)",10,113,3.3236,3.2998,0.634,0.817,0.7
EMG+NIRS+HRV+BC,lt1,"GBM(n=50,d=2)",10,113,2.1302,2.094,0.833,0.913,17.6
EMG+NIRS+HRV+BC,lt1,"GBM(n=50,d=3)",10,113,2.1441,2.0993,0.837,0.919,23.2
EMG+NIRS+HRV+BC,lt1,"GBM(n=100,d=2)",10,113,2.1464,2.0864,0.833,0.912,30.1
EMG+NIRS+HRV+BC,lt1,"GBM(n=100,d=3)",10,113,2.1361,2.0911,0.84,0.919,41.6
EMG+NIRS+HRV+BC,lt1,"GBM(n=200,d=2)",10,113,2.1847,2.1211,0.825,0.908,54.6
EMG+NIRS+HRV+BC,lt1,"GBM(n=200,d=3)",10,113,2.1427,2.0965,0.838,0.917,77.1
EMG+NIRS+HRV+BC,lt1,"SVR(C=1,ε=0.1)",10,113,4.7117,4.7191,0.215,0.732,4.4
EMG+NIRS+HRV+BC,lt1,"SVR(C=1,ε=1.0)",10,113,4.7127,4.7202,0.215,0.731,4.1
EMG+NIRS+HRV+BC,lt1,"SVR(C=10,ε=0.1)",10,113,3.405,3.3501,0.542,0.801,4.1
EMG+NIRS+HRV+BC,lt1,"SVR(C=10,ε=1.0)",10,113,3.4051,3.3502,0.542,0.8,4.1
EMG+NIRS+HRV+BC,lt1,"SVR(C=100,ε=0.1)",10,113,3.3707,3.304,0.578,0.8,4.7
EMG+NIRS+HRV+BC,lt1,"SVR(C=100,ε=1.0)",10,113,3.3704,3.3032,0.578,0.8,4.8
EMG,lt1,Ridge(α=1),10,79,3.4981,3.1921,0.555,0.778,0.2
EMG,lt1,Ridge(α=10),10,79,3.3768,3.1009,0.59,0.798,0.2
EMG,lt1,Ridge(α=100),10,79,3.1983,2.968,0.633,0.822,0.2
EMG,lt1,Ridge(α=1000),10,79,3.0467,2.8957,0.677,0.849,0.2
EMG,lt1,Huber(ε=1.1),10,79,3.5515,3.1772,0.535,0.784,3.5
EMG,lt1,Huber(ε=1.35),10,79,3.5582,3.2015,0.528,0.778,3.4
EMG,lt1,Huber(ε=1.5),10,79,3.5848,3.2385,0.52,0.772,3.0
EMG,lt1,Huber(ε=2.0),10,79,3.5712,3.2447,0.528,0.769,2.7
EMG,lt1,"EN(α=0.01,l1=0.2)",10,79,3.3434,3.0746,0.598,0.802,3.1
EMG,lt1,"EN(α=0.01,l1=0.5)",10,79,3.3751,3.0999,0.59,0.798,3.3
EMG,lt1,"EN(α=0.01,l1=0.9)",10,79,3.462,3.1676,0.566,0.784,4.3
EMG,lt1,"EN(α=0.1,l1=0.2)",10,79,3.1599,2.9427,0.643,0.828,0.9
EMG,lt1,"EN(α=0.1,l1=0.5)",10,79,3.1926,2.9637,0.634,0.822,1.0
EMG,lt1,"EN(α=0.1,l1=0.9)",10,79,3.3104,3.0477,0.606,0.806,1.6
EMG,lt1,"EN(α=1.0,l1=0.2)",10,79,3.0398,2.9118,0.68,0.853,0.6
EMG,lt1,"EN(α=1.0,l1=0.5)",10,79,3.0462,2.8983,0.677,0.849,0.5
EMG,lt1,"EN(α=1.0,l1=0.9)",10,79,3.1131,2.9147,0.656,0.835,0.6
EMG,lt1,"GBM(n=50,d=2)",10,79,3.2677,3.0623,0.607,0.797,12.7
EMG,lt1,"GBM(n=50,d=3)",10,79,3.2102,2.997,0.618,0.803,16.9
EMG,lt1,"GBM(n=100,d=2)",10,79,3.2564,3.027,0.612,0.802,21.9
EMG,lt1,"GBM(n=100,d=3)",10,79,3.2218,2.9961,0.617,0.804,30.8
EMG,lt1,"GBM(n=200,d=2)",10,79,3.3042,3.0836,0.603,0.798,39.9
EMG,lt1,"GBM(n=200,d=3)",10,79,3.2715,3.0489,0.609,0.799,55.2
EMG,lt1,"SVR(C=1,ε=0.1)",10,79,4.609,4.6157,0.24,0.723,4.1
EMG,lt1,"SVR(C=1,ε=1.0)",10,79,4.6093,4.6161,0.24,0.723,3.9
EMG,lt1,"SVR(C=10,ε=0.1)",10,79,3.5591,3.4248,0.515,0.767,3.8
EMG,lt1,"SVR(C=10,ε=1.0)",10,79,3.5598,3.4257,0.515,0.767,4.1
EMG,lt1,"SVR(C=100,ε=0.1)",10,79,3.3526,3.1731,0.576,0.794,3.7
EMG,lt1,"SVR(C=100,ε=1.0)",10,79,3.353,3.1737,0.575,0.794,3.1
EMG+NIRS,lt1,Ridge(α=1),10,97,4.9853,4.846,0.204,0.647,0.3
EMG+NIRS,lt1,Ridge(α=10),10,97,4.2197,4.0949,0.429,0.721,0.2
EMG+NIRS,lt1,Ridge(α=100),10,97,3.256,3.1151,0.654,0.824,0.2
EMG+NIRS,lt1,Ridge(α=1000),10,97,2.8971,2.7499,0.73,0.869,0.2
EMG+NIRS,lt1,Huber(ε=1.1),10,97,6.9895,6.6457,-1.25,0.585,4.4
EMG+NIRS,lt1,Huber(ε=1.35),10,97,7.0132,6.6697,-1.278,0.583,4.1
EMG+NIRS,lt1,Huber(ε=1.5),10,97,7.0908,6.7468,-1.368,0.578,4.0
EMG+NIRS,lt1,Huber(ε=2.0),10,97,7.1133,6.7832,-1.376,0.571,3.6
EMG+NIRS,lt1,"EN(α=0.01,l1=0.2)",10,97,4.0072,3.881,0.487,0.745,3.0
EMG+NIRS,lt1,"EN(α=0.01,l1=0.5)",10,97,4.2023,4.0771,0.434,0.723,3.2
EMG+NIRS,lt1,"EN(α=0.01,l1=0.9)",10,97,4.756,4.6228,0.272,0.664,4.7
EMG+NIRS,lt1,"EN(α=0.1,l1=0.2)",10,97,3.1153,2.9628,0.683,0.839,0.9
EMG+NIRS,lt1,"EN(α=0.1,l1=0.5)",10,97,3.2387,3.097,0.657,0.825,1.1
EMG+NIRS,lt1,"EN(α=0.1,l1=0.9)",10,97,3.862,3.7387,0.523,0.762,1.6
EMG+NIRS,lt1,"EN(α=1.0,l1=0.2)",10,97,2.8974,2.7631,0.73,0.872,0.4
EMG+NIRS,lt1,"EN(α=1.0,l1=0.5)",10,97,2.8952,2.7506,0.731,0.87,0.5
EMG+NIRS,lt1,"EN(α=1.0,l1=0.9)",10,97,3.0078,2.8476,0.706,0.851,0.5
EMG+NIRS,lt1,"GBM(n=50,d=2)",10,97,3.2044,3.011,0.64,0.809,14.7
EMG+NIRS,lt1,"GBM(n=50,d=3)",10,97,3.1103,2.9296,0.659,0.819,20.0
EMG+NIRS,lt1,"GBM(n=100,d=2)",10,97,3.2573,3.0493,0.629,0.802,26.1
EMG+NIRS,lt1,"GBM(n=100,d=3)",10,97,3.1324,2.9568,0.656,0.816,36.3
EMG+NIRS,lt1,"GBM(n=200,d=2)",10,97,3.284,3.0792,0.627,0.799,47.3
EMG+NIRS,lt1,"GBM(n=200,d=3)",10,97,3.1349,2.964,0.653,0.814,67.2
EMG+NIRS,lt1,"SVR(C=1,ε=0.1)",10,97,4.7401,4.7464,0.213,0.711,4.1
EMG+NIRS,lt1,"SVR(C=1,ε=1.0)",10,97,4.7403,4.7469,0.213,0.712,4.4
EMG+NIRS,lt1,"SVR(C=10,ε=0.1)",10,97,3.5874,3.4963,0.538,0.791,4.6
EMG+NIRS,lt1,"SVR(C=10,ε=1.0)",10,97,3.5883,3.4971,0.538,0.79,4.1
EMG+NIRS,lt1,"SVR(C=100,ε=0.1)",10,97,3.4027,3.2578,0.601,0.807,5.0
EMG+NIRS,lt1,"SVR(C=100,ε=1.0)",10,97,3.4018,3.2567,0.601,0.807,3.6
EMG+NIRS+HRV,lt1,Ridge(α=1),10,107,5.0529,4.9595,0.15,0.656,0.4
EMG+NIRS+HRV,lt1,Ridge(α=10),10,107,3.9171,3.8322,0.482,0.752,0.4
EMG+NIRS+HRV,lt1,Ridge(α=100),10,107,2.8663,2.7873,0.719,0.853,0.4
EMG+NIRS+HRV,lt1,Ridge(α=1000),10,107,2.4086,2.3204,0.801,0.901,0.4
EMG+NIRS+HRV,lt1,Huber(ε=1.1),10,107,9.1183,8.8717,-3.598,0.507,11.6
EMG+NIRS+HRV,lt1,Huber(ε=1.35),10,107,9.2563,8.9831,-3.839,0.501,9.9
EMG+NIRS+HRV,lt1,Huber(ε=1.5),10,107,9.3004,9.0175,-3.914,0.498,9.5
EMG+NIRS+HRV,lt1,Huber(ε=2.0),10,107,9.3427,9.0479,-3.94,0.492,8.4
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.2)",10,107,3.6859,3.5993,0.544,0.774,3.6
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.5)",10,107,3.8964,3.8111,0.488,0.754,3.7
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.9)",10,107,4.6521,4.5736,0.267,0.684,5.5
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.2)",10,107,2.7038,2.6195,0.749,0.869,1.3
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.5)",10,107,2.86,2.7835,0.72,0.854,1.3
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.9)",10,107,3.5635,3.481,0.577,0.787,1.8
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.2)",10,107,2.3953,2.322,0.803,0.904,0.6
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.5)",10,107,2.4044,2.3209,0.801,0.901,0.6
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.9)",10,107,2.596,2.5082,0.766,0.879,0.6
EMG+NIRS+HRV,lt1,"GBM(n=50,d=2)",10,107,2.3107,2.2774,0.811,0.905,17.4
EMG+NIRS+HRV,lt1,"GBM(n=50,d=3)",10,107,2.2985,2.2786,0.809,0.904,23.1
EMG+NIRS+HRV,lt1,"GBM(n=100,d=2)",10,107,2.3978,2.3391,0.797,0.895,30.0
EMG+NIRS+HRV,lt1,"GBM(n=100,d=3)",10,107,2.3067,2.2782,0.805,0.899,40.9
EMG+NIRS+HRV,lt1,"GBM(n=200,d=2)",10,107,2.518,2.4624,0.766,0.877,53.2
EMG+NIRS+HRV,lt1,"GBM(n=200,d=3)",10,107,2.3386,2.3066,0.798,0.895,75.3
EMG+NIRS+HRV,lt1,"SVR(C=1,ε=0.1)",10,107,4.6672,4.6743,0.224,0.727,4.7
EMG+NIRS+HRV,lt1,"SVR(C=1,ε=1.0)",10,107,4.6666,4.6735,0.225,0.728,4.1
EMG+NIRS+HRV,lt1,"SVR(C=10,ε=0.1)",10,107,3.3839,3.326,0.543,0.802,4.0
EMG+NIRS+HRV,lt1,"SVR(C=10,ε=1.0)",10,107,3.3837,3.3255,0.543,0.802,4.3
EMG+NIRS+HRV,lt1,"SVR(C=100,ε=0.1)",10,107,3.2179,3.1437,0.595,0.815,4.4
EMG+NIRS+HRV,lt1,"SVR(C=100,ε=1.0)",10,107,3.2185,3.1443,0.595,0.815,4.3
